Original,Translate,Translate_GPT_1
"Sotto dal pino, ma non c’ancor vedesse","Sous le pin, mais n'a pas encore vu","Sous l'épinette, mais pas encore vu"
Che Povertà no•m’avesse   in distrezza.,La pauvre chose ne m'a pas causé d'ennuis.,Cette Miseria ne m'avait pas placé dans une situation complexe.
"Al Die d’Amor ricordaro il fatto,","Ils ont dit au Dieu d'Amour ce qui s'est passé,",Le Divin de l'Amour a raconté l'événement.
E disser ch’e’ trovavar d’acordanza,Et ils ont dit qu'ils avaient trouvé un accord.,Ils ont dit qu'ils parvenaient à un accord.
Che Falsenbiante e Costretta-Astinenza,Qu'est-ce que Falsenbian et Abstinence-Coast,Fausse prophétie et abstinence obligatoire
Dessono a Mala Bocca scacco matto;,ils ont donné un coéquipier à Malabocia;,Ils ont assigné un coéquipier à Malabocia.
Largheza e Cortesia traeser pacto,La largeur et la courtoisie ont fait un pacte,La taille et la gentillesse ont conclu un accord
"Con quella, che•ssa ben la vechia danza;","Avec cela, qui aurait été bien dansé;","Avec cela, qui aurait été bien exécuté;"
E Pietate e Francheza dear miccianza,Pietà et Franchezza se joignirent,Mercy et Candore ont rejoint
"A quello Schifo, che sta sì ’norsato;",à la Résistance qui est si arrogante,à la Résistance si présomptueuse
"E po’ vada Diletto e Ben-Cielare,","Et puis Diletto et Ben-Cielare,",Donc Delizia et Splendore-Celeste.
"Ed a Vergognia dean tal lastrellata,","Et la honte donne une telle défaite,","Le mécontentement est dû à une telle défaite,"
Ched ella non si possa rilevare;,Qu'il ne peut plus se lever;,Incapable de se lever à nouveau.
"Ardimento a Paura dea ghigniata,","Peur de peur, donne un grinata,",L'audace de la peur fait rire.
"E Sicurtà la degia sì pelare,","Et la sécurité te rend si chauve,","Assurez-vous, assurez-vous, minuez."
Ched ella non vi sia ma’ più trovata.,Qu'on ne peut plus la retrouver.,"Inaccessible, inaccessible."
"Amor   rispuose: «A me sì piacie assai,","L'amour a répondu: ""J'aime beaucoup,","L'amour a répondu: ""J'aime beaucoup,"
Che l’oste avete bene istabulita;,Que vous avez bien organisé l'hôte;,Que l'hôte l'ait soigneusement arrangé.
"Ma•ttu Richeza, c’or   mi sè fallita,","Mais toi, Richezza, qui m'as déçu maintenant,","Mais vous Prospérité, qui m'avez déçu,"
"Sed i’ potrò, tu•tte ne penterai.","Si je peux, vous le regretterez.","Si j'en ai l'occasion, vous le regretterez."
"S’uomini richi i’ posso tener mai,","Si des hommes riches peuvent jamais garder,","Si les riches peuvent jamais sauver,"
"Non poss’io già star un giorno in vita,","Je ne peux pas rester en vie un jour,","Je ne peux pas survivre un jour,"
"S’avanti che da me facciar partita,","Si avant de me quitter,","Avant que je m'abandonne,"
Non recherò a poco il loro assai.,Je ne vais pas minimiser leur richesse.,Je ne diminuerai pas leur abondance.
Uomini poveri fatt’ànno lor sire,Les pauvres m'ont fait leur maître.,Les pauvres hommes ont fait de moi leur chef.
"Di me, e ciaschedun m’à dato il core,","Et tout le monde m'a donné son cœur,","Tout le monde m'a donné son amour,"
Per ch’a tal dono mi degio ben sofrire.,Je dois donc supporter ce don.,"En conséquence, je dois tolérer cette concession."
"Se di Richeza, sì come d’Amore,","Si de Richezza, comme d'Amour,","Si d'abondance, comme d'affection. Si de prospérité, comme de dévotion."
"I’ fosse Dio, non possa io ben sentire","Si j'étais Dieu, je ne me sentirais pas bien.","Si j'étais un dieu, je ne le sentirais pas bien."
Sed i’ no•gli mettesse in gran riccore».,Si je n'avais pas fait un grand vœu.,Si je n'avais pas un grand désir.
"«S’uomini richi vi fano damagio,","Si les riches vous font du mal,","Si les riches vous font du mal,"
Vo’ avete ben chi ne farà vendetta:,Vous avez une vengeance pour lui.,Vous avez beaucoup de vengeance.
"Non fate forza, s’ella non s’afretta,","Ne pousse pas, si ça ne se dépêche pas,",N'exercez pas de pression si vous ne bougez pas rapidement.
Ché no’ la pagherén ben de l’oltragio.,Parce qu'ils ne paieront pas pour l'infraction.,Parce qu'ils ne vont pas le refaire pour l'insulte.
"Le donne, e le pulzelle al chiar visagio",Les femmes et les jeunes avec un visage clair,Les femmes et les jeunes avec un visage brillant
"Gli metteranno ancor a tal distretta,","Ils vont encore les mettre dans de tels ennuis,",Ils vont encore les mettre dans ce défi.
"Ma’ che ciascuna largo si prometta,","Mais que chacun promette d'être généreux,",Tout le monde s'engage à être magnanime.
"Che strutto ne sarà que’, ch’è ’l più sagio.",Car il sera vaincu qui est le plus sage.,Car celui qui est le plus sage sera vaincu.
Ma Falsenbiante trametter non s’osa,Mais Falsenbiante n'ose pas envoyer,"Cependant, Falsenbian n'ose pas envoyer"
"Di questi fatti, né sua conpagnia,","Ces faits, ni sa compagnie,","Ces circonstances, ni sa présence, ont été bien accueillies."
Ché gran mal gli volete: ciò ci posa.,Parce que tu le veux très mal : ça nous calme.,"Parce que tu le détestes profondément, cela nous rassure."
"Sì vi priega tutta la Baronia,","Baronia vous prie tous,",Baronia vous supplie tous.
Che ricieviate: e’ manderà la cosa».,Il va l'envoyer.,Que vous consentez: il enverra l'affaire.
"«Da po’ che vo’ volete, e’ così sia».","Car c'est ce que vous voulez, que ce soit fait.","Puisque vous le désirez, qu'il en soit ainsi."
"Amor sì disse: «Per cotal convento,","L'amour a dit: ""Pour cet accord,","L'amour s'écria: ""Par cette compréhension,"
"Falso-Senbiante, in mia corte enterai,","Falsenbian, vous allez entrer dans ma cour,","Impostor, tu entreras dans mon palais."
"Che tutti i nostri amici avanzerai,","Et tu vaincras tous nos amis,",Vous allez vaincre tous nos camarades.
E metterai   i nemici in bassamento.,Et tu vas abattre tes ennemis.,Tu vas baisser tes rivaux.
"E sì•tti do, per buon cominciamento,","Et je vous donne, comme un bon début,","Et je vous offre, comme votre premier geste,"
"Che Re-de’-barattier   tu sì sarai,","Que vous serez le roi des marchands,",Puissiez-vous être le Souverain des Marchands.
"Ché pez’à che ’n capitolo i’ ’l fermai,","Parce que dans un chapitre je l'ai établi,",Parce que j'ai décrété dans un chapitre.
Ch’i’ conosciea ben tu’ tradimento.,Que je connaissais bien votre trahison.,Que j'étais au courant de votre abandon.
"Or sì vo’ che•cci dichi in audienza,","Maintenant, je veux que vous disiez au tribunal,","Maintenant, je veux que vous disiez au tribunal,"
"Pe•ritrovarti, se n’avrén mestiere,","Pour te trouver, si nous le voulons,","Pour vous localiser, si nécessaire,"
"I•luogo, dove tu•ffai  residenza,","L'endroit où vous vivez,","L'endroit où vous êtes logé,"
"Né di che servi, né di che mestiere.","Et qu'est-ce que vous servez, et que faites-vous ?","Comme vous êtes utile, et ce que votre travail est"
"Fa che n’agiàn veracie conoscienza,","Assurez-vous qu'ils ont une vraie connaissance,",Assurez-vous qu'ils aient une compréhension profonde.
"Ma no ’l farai,   sì•ssè mal barattiere».","Mais tu ne le feras pas, tu es un mauvais marchand.","Mais tu ne le feras pas, tu es un marchand maléfique."
"«Po’ ch’e’ vi piacie, ed i’ sì ’l vi diròe»,","Pour que tu l'aimes, et je te le dirai.","Puisque tu aimes ça, je te le dirai."
"Diss’alor Falsenbiante: «or ascoltate,","Puis Falsenbian dit: ""Maintenant, qu'il fonde,",Puis Falsenbian dit: Écoutez attentivement.
Chéd i’ sì vi dirò  la veritate,Parce que je vais te dire la vérité,Parce que je vais te dire la vérité.
"De•luogo, dov’io uso e dov’i’ stoe.",Où je vis et où je suis.,L'endroit où je vis et où je vis.
"Alcuna volta per lo secol voe,","Parfois, je erre dans le monde,","Parfois, je erre dans le monde entier."
"Ma dentro a’ chiostri fugo in salvitate,","Mais à l'intérieur des monastères, je me sauve,","À l'intérieur des monastères, je me réfugie en sécurité."
Ché quivi poss’io dar le gran ghigniate,Parce que là je peux faire de gros sourires,Parce que c'est là que je peux rire beaucoup.
E tuttor santo tenuto saròe.,Et je serai toujours considéré comme un saint.,Et je serai toujours vénéré saintement.
Il fatto a’ secolari è troppo aperto:,Mon mode de vie est trop ouvert pour les laïcs :,Mon mode de vie est trop libéral pour les non-initiés.
"Lo star guari co•lor non mi bisognia,",Je n'ai pas besoin d'être bon avec eux.,Être en harmonie avec eux ne m'est pas utile.
C’a me convien giucar troppo coperto.,Parce que je dois jouer trop couvert.,Parce que je dois agir trop attentivement.
"Perch’i’ la mia malizia mi ripognia,","Parce que ma malice me repousse,",Parce que ma méchanceté me dégoûte.
Vest’io la roba del buon frate Alberto:,Je m'habille comme le bon frère Alberto :,Ils m'habillent comme le frère dévoué Alberto.
"Chi tal rob’àe, non teme mai vergognia.","Celui qui a ces vêtements, ne craint jamais la honte.",Celui qui possède ces vêtements n'a jamais peur de l'humiliation.
"I’ sì mi sto con que’ religiosi,",Je suis avec ces religieux.,Je suis avec ces dévots.
"Religiosi   no, se non in vista,","Religieux non, sinon en apparence,","Pas religieux, sinon à la surface."
"Che•ffan la ciera lor pensosa, e trista,","Cela rend leur expression réfléchie et triste,",Ils expriment leur réflexion mélancolique et malheureuse.
"Per parer a le gienti più pietosi,","Pour sembler aux gens les plus pitoyables,","Pour apparaître aux gens les plus compatissants,"
"E’ sì si mostran molto sofrettosi,","Et donc ils se montrent très souffrants,",Ils se manifestent donc extrêmement douloureux.
"E ’n tapinando ciaschedun aquista,","Et en suppliant tout le monde d'acheter,","Solliciter, obtenir, obtenir."
"Sì che perciò mi piacie lor amista,","Donc j'aime leur amitié,","J'écoute avec plaisir leur amitié,"
C’a barattar son tutti curiosi.,Parce qu'ils sont tous curieux des affaires.,Parce qu'ils s'intéressent tous aux affaires.
Po’ vanno procacciando l’acontanze,"Ensuite, ils cherchent des opportunités.","Ils examinent, fouillent, étudient les possibilités."
"Di riche gienti, e vanole seguendo.","Des riches, et ils suivent les ragots.","Opulent, et suivez le bavardage."
E’ sì voglion mangiar le gran pietanze,Et ils veulent manger de la bonne nourriture.,Ils veulent consommer les grands cours.
E preziosi   vin vanno bevendo:,et de boire des vins de haute qualité.,goût et goût des vins d'excellente qualité.
E queste son le lor grandi astinanze.,Et voici leur grande abstinence.,Et ce sont leurs gros sacrifices.
Po’ van la povertà altrui abellendo.,Alors ils embellissent la pauvreté des autres.,"Ensuite, ils ornent la misère des autres."
"E’ sì vanno lodando la povèrta,","Et donc ils louent la pauvreté,",C'est comme ça qu'ils célèbrent la misère.
"E le richeze pescan co’ tramagli,","Et ils capturent les richesses avec des pièges,",Ils chassent la richesse avec des tours.
"Ed ivi mettor tutti lor travagli,","Et ils y mettent tous leurs efforts,",Ils investissent toute leur énergie.
Tutto si cuoprar e’ d’altra coverta.,Tout est couvert d'une autre couverture.,Tout est couvert d'une autre superstructure.
Di lor non puo’ tu trare cosa cierta:,Tu ne sais rien d'eux.,Tu ne sais rien d'eux.
"Se•ttu lor presti me’ val a chitarli,","Si tu lui prête quoi que ce soit, tu n'as pas besoin de t'en débarrasser.","Si vous lui offrez quelque chose, vous n'avez pas besoin de vous en débarrasser."
"Che, se•ttu metti pena in raquistarli,","Parce que si vous les mettez en difficulté pour récupérer,","Pourquoi, si vous les empêchez dans leur rétablissement,"
Ciascun di lor si ferma in darti perta.,Chacun d'eux vous considérera comme acquis.,Chacun d'eux vous considérera comme acquis.
E ciascun dicie ch’è religioso,Et tout le monde dit qu'ils sont religieux.,Tout le monde prétend être dévoué.
"Perché vesta di sopra grossa lana,","Parce qu'elle s'habille sur de la laine épaisse,",Parce qu'il porte un épais pull en laine.
E ’l morbido bianchetto tien nascoso;,Et cache la douce blancheur;,Il cache le doux blanc.
"Ma già religione ivi non grana,","Mais il n'y a pas de religion là-bas,",Mais il n'y a pas de foi là-bas.
"Ma grana   nel cuor humile e piatoso,","Mais il y a dans le cœur humble et pieux,","Dans le cœur humble et dévoué,"
"Che, ’n trar sua vita, mette pena e ana.","Cela, dans sa vie, il met la douleur et l'effort.","Cela, dans son existence, fait appel à l'effort et à la tristesse."
E ora i’ v’ò detto: in cuore humile e piano,Et maintenant je vous ai dit: dans le cœur humble et simple,Maintenant je vous l'ai dit dans le cœur humble et modeste.
"Santa religione grana e fioriscie,","la sainte religion germe et fleurit,",La foi sacrée germe et fleurit.
"Religioso   non si inorgogliscie,","le religieux n'est pas fier,",Le dévot ne se vante pas.
Tuttora il truova l’uon dolcie e humano.,L'homme trouve toujours ce qui est doux et humain.,"Pour toujours, l'être humain trouve ce qui est agréable et compatissant."
"A cotal giente i’ sì do tosto mano,",Je vais prêter mon attention à ce genre de gens.,"À ce genre de personnes, je consacre mon attention,"
"Ché vita di nessun non m’abeliscie,","car la vie de personne ne me déçoit,","Puisque la vie de personne ne me déçoit, je suis inexorablement satisfait."
"S’e’ non inganna, e baratta, e tradiscie.","S'il ne triche pas, et échange, et triche.","si ce n'est pas intelligent, et échangez, et brisez la foi."
"Ma ’l più, ch’i’ posso, di lor sì mi strano,","Mais la plupart, ce que je peux, me surprend,","Mais la majorité, ce que je peux, me surprend."
"Ché con tal giente star ben non potrei,","car avec ce genre de gens je ne pouvais pas être bien,",Puisque je ne serais pas heureux avec ce genre de gens.
"C’a voi, gientil Signior, ben dire l’oso,","Et pour que je puisse dire, Messieurs,","Et pour que je puisse dire, des gens gentils,"
"Che, s’i’ vi stese, i’ sì m’infignirei.","Que si j'étais là, je me tromperais moi-même.","Si j'étais là, je ferais semblant."
"E però il mi’ volere i’ sì vi chioso,","Et pour cela, je vous exprime mon désir,","C'est pourquoi j'exprime mon désir,"
"Che pender prima i’ sì mi lascierei,","Je me pendreai d'abord,",Je me pendreai d'abord.
Ched i’ uscisse fuor di mi’ proposo.,plutôt que de sortir de mon esprit.,plutôt que d'abandonner mon intention.
"Color, con cu’ i’ sto, sì ànno il mondo","Ceux avec qui je suis, ont le monde","à leurs pieds Ceux avec qui je suis, ont le globe à leurs chaussures."
"Sotto da lor sì forte aviluppato,","si bien enveloppés sous eux,",Tellement dense enveloppée sous eux.
"Ched e’ nonn-è nesun sì gran prelato,","qu'il n'y a pas de prélat si grand,",qu'il n'y a pas de dignitaire aussi éminent.
