,Paradiso,Parafrasi
739," E a la sedia che fu già benigna più a’ poveri giusti, non per lei, ma per colui che siede, che traligna, ","E al soglio pontificio, che un tempo era più benevolo verso i poveri giusti, non per errore suo ma per quello del papa, che devia dalla giusta strada, "
740," non dispensare o due o tre per sei, non la fortuna di prima vacante, non decimas, quae sunt pauperum Dei, addimandò, ","chiese non di dare un terzo o la metà dei beni ai poveri, non di occupare il primo beneficio ecclesiastico vacante, non le decime, che sono dei poveri di Dio, "
741, ma contro al mondo errante licenza di combatter per lo seme del qual ti fascian ventiquattro piante,ma il permesso di combattere le eresie in nome di quel seme  dal quale sono nate le ventiquattro piante  che ora ti circondano
742," Poi, con dottrina e con volere insieme, con l’officio appostolico si mosse quasi torrente ch’alta vena preme","Poi, con la dottrina e con la volontà, ottenuto l'avallo papale, si mosse come un torrente che sgorga da un'alta sorgente"
743," e ne li sterpi eretici percosse l’impeto suo, più vivamente quivi dove le resistenze eran più grosse","e la sua forza vigorosa colpì gli sterpi eretici, con maggior forza là  dove vi era maggiore resistenza "
744," Di lui si fecer poi diversi rivi onde l’orto catolico si riga, sì che i suoi arbuscelli stan più vivi","Da lui nacquero in seguito altri ruscelli che irrigano l'orto della Chiesa, così che le sue piante  sono ravvivate"
745," Se tal fu l’una rota de la biga in che la Santa Chiesa si difese e vinse in campo la sua civil briga, ","Se una ruota del carro con cui la Santa Chiesa si difese e vinse la sua battaglia interna contro le eresie fu tale, "
746," ben ti dovrebbe assai esser palese l’eccellenza de l’altra, di cui Tomma dinanzi al mio venir fu sì cortese","dovresti capire facilmente l'eccellenza dell'altra , di cui Tommaso parlò così cortesemente prima del mio arrivo"
747," Ma l’orbita che fé la parte somma di sua circunferenza, è derelitta, sì ch’è la muffa dov’ era la gromma","Ma il solco tracciato dalla parte superiore della ruota è ormai abbandonato, tanto che c'è muffa dove prima c'era gromma "
748," La sua famiglia, che si mosse dritta coi piedi a le sue orme, è tanto volta, che quel dinanzi a quel di retro gitta","I suoi seguaci, che prima seguivano dirittamente coi piedi le orme di Francesco, ora sono tanto deviati che camminano a ritroso"
749," e tosto si vedrà de la ricolta de la mala coltura, quando il loglio si lagnerà che l’arca li sia tolta","e presto ci si accorgerà del raccolto di questa cattiva coltura, quando il loglio  si lagnerà di non essere messo nel granaio "
750," Ben dico, chi cercasse a foglio a foglio nostro volume, ancor troveria carta u’ leggerebbe “I’ mi son quel ch’i’ soglio”","Affermo comunque che, se qualcuno sfogliasse foglio per foglio tutto il nostro volume, troverebbe ancora delle pagine in cui si legge ""Io sono quello che devo essere"""
751," ma non fia da Casal né d’Acquasparta, là onde vegnon tali a la scrittura, ch’uno la fugge e altro la coarta","ma non sarà il caso di Ubertino da Casale né di Matteo d'Acquasparta, da dove provengono frati tali che uno fugge dalla Regola francescana, l'altro la irrigidisce"
752," Io son la vita di Bonaventura da Bagnoregio, che ne’ grandi offici sempre pospuosi la sinistra cura","Io sono l'anima di Bonaventura da Bagnoregio, che nelle alte cariche che ho ricoperto ho sempre messo in secondo piano la cura per i beni mondani"
753," Illuminato e Augustin son quici, che fuor de’ primi scalzi poverelli che nel capestro a Dio si fero amici","Qui  ci sono Illuminato da Rieti e Agostino da Assisi, che furono tra i primi seguaci di Francesco che andarono scalzi in povertà, facendosi amici di Dio nel cinto francescano"
754," Ugo da San Vittore è qui con elli, e Pietro Mangiadore e Pietro Spano, lo qual giù luce in dodici libelli","Ugo da San Vittore è qui con loro, e Pietro Mangiadore e Pietro da Lisbona, il quale risplende in Terra nei dodici libretti che ha scritto"
755, Natàn profeta e ’l metropolitano Crisostomo e Anselmo e quel Donato ch’a la prim’ arte degnò porre mano,"ci sono il profeta Natan e il metropolita Giovanni Crisostomo, Anselmo d'Aosta e quell'Elio Donato che scrisse un trattato di grammatica "
756," Rabano è qui, e lucemi dallato il calavrese abate Giovacchino di spirito profetico dotato","C'è qui Rabano Mauro, e colui che risplende al mio fianco è l'abate calabrese Gioacchino da Fiore, dotato di capacità profetiche"
757, Ad inveggiar cotanto paladino mi mosse l’infiammata cortesia di fra Tommaso e ’l discreto latino,"Mi spinse a lodare un tale paladino della Chiesa  l'ardente cortesia di san Tommaso, e il suo elegante discorso"
758, e mosse meco questa compagnia», ed egli spinse me e queste altre anime a venir qui»
760," Imagini, chi bene intender cupe quel ch’i’ or vidi ","Chi desidera capire bene ciò che io vidi, immagini , "
761," ""e ritegna l’image, mentre ch’io dico, come ferma rupe"", ","""e mentre parlo tenga fissa l'immagine nella sua mente, come una roccia"""
762, quindici stelle che ’n diverse plage lo ciel avvivan di tanto sereno che soperchia de l’aere ogne compage,quindici stelle che in diversi punti del cielo lo illuminano in modo tale da vincere ogni nebulosità
763," imagini quel carro a cu’ il seno basta del nostro cielo e notte e giorno, ","immagini poi il Carro dell'Orsa Maggiore, a cui lo spazio del nostro polo è sufficiente per il moto diurno e notturno, "
764, sì ch’al volger del temo non vien meno,cosicché al volgere del suo timone non tramonta mai
765," imagini la bocca di quel corno che si comincia in punta de lo stelo a cui la prima rota va dintorno, ","immagini la parte bassa di quel corno che ha il vertice nella punta dell'asse attorno a cui ruota il Primo Mobile, "
766," aver fatto di sé due segni in cielo, qual fece la figliuola di Minoi allora che sentì di morte il gelo","come se avessero formato due corone in cielo, simili a quella in cui la figlia di Minosse, vicina alla morte, si tramutò"
767," e l’un ne l’altro aver li raggi suoi, e amendue girarsi per maniera che l’uno andasse al primo e l’altro al poi","e immagini che queste due corone, concentriche, ruotino in modo che ciascuna proceda in una direzione opposta"
768, e avrà quasi l’ombra de la vera costellazione e de la doppia danza che circulava il punto dov’ io era,e avrà quasi un'ombra della vera costellazione  e della doppia danza che circondava il punto dove ero io
769," poi ch’è tanto di là da nostra usanza, quanto di là dal mover de la Chiana si move il ciel che tutti li altri avanza","infatti quello spettacolo trascende a tal punto le cose del mondo, quanto lo scorrere lento della Chiana è superato dal Primo Mobile, il Cielo più veloce di tutti"
770," Lì si cantò non Bacco, non Peana, ma tre persone in divina natura, e in una persona essa e l’umana","Lì non si inneggiava agli dei Bacco o Apollo, ma alle tre persone della Trinità e alla duplice natura di Cristo"
771, Compié ’l cantare e ’l volger sua misura,Il canto e la danza dei beati si compì
772," e attesersi a noi quei santi lumi, felicitando sé di cura in cura"," e quelle sante luci si rivolsero a noi, gioiose di passare da una cura  a un'altra "
773," Ruppe il silenzio ne’ concordi numi poscia la luce in che mirabil vita del poverel di Dio narrata fumi, ","In seguito a rompere il silenzio di quei beati concordi fu la luce  che prima mi aveva raccontato la meravigliosa vita del poverello di Dio , "
774, e disse,e disse
775," «Quando l’una paglia è trita, quando la sua semenza è già riposta, a batter l’altra dolce amor m’invita"," «Quando una parte delle spighe è stata trebbiata e le sementi riposte nel granaio, il dolce amore di Dio mi invita a trebbiare l'altra parte"
776," Tu credi che nel petto onde la costa si trasse per formar la bella guancia il cui palato a tutto ’l mondo costa, ","Tu credi che nel petto di Adamo, da dove fu presa la costola per creare la bella guancia  il cui palato è costato all'umanità il peccato originale , "
777," e in quel che, forato da la lancia, e prima e poscia tanto sodisfece, ","e nel petto di Cristo che, forato dalla lancia, redense tutti gli uomini vissuti prima e dopo dallo stesso peccato originale, "
778," che d’ogne colpa vince la bilancia, quantunque a la natura umana lece aver di lume, tutto fosse infuso da quel valor che l’uno e l’altro fece","fosse infusa tutta la sapienza che è lecita alla natura umana, da Dio stesso che creò l'uno e l'altro"
779," e però miri a ciò ch’io dissi suso, quando narrai che non ebbe ’l secondo lo ben che ne la quinta luce è chiuso","e perciò ti meravigli di quanto ho detto prima, quando ho spiegato che il beato  chiuso nella quinta luce non ebbe un altro pari a lui"
780," Or apri li occhi a quel ch’io ti rispondo, e vedräi il tuo credere e ’l mio dire nel vero farsi come centro in tondo",Ora ascolta bene quello che ti spiegherò e vedrai che la tua convinzione e le mie parole fanno parte della stessa verità
781," Ciò che non more e ciò che può morire non è se non splendor di quella idea che partorisce, amando, il nostro Sire","Ciò che è incorruttibile e ciò che è corruttibile non è altro che riflesso di quell'Idea  che il nostro Signore , amando, genera con lo Spirito Santo"
782," ché quella viva luce che sì mea dal suo lucente, che non si disuna da lui né da l’amor ch’a lor s’intrea, ","perché quella viva luce  che promana da chi la genera , che non si disunisce da Lui né dallo Spirito Santo che si inserisce come terzo fra Loro, "
783," per sua bontate il suo raggiare aduna, quasi specchiato, in nove sussistenze, etternalmente rimanendosi una","per la sua bontà raccoglie i suoi raggi nei nove cori angelici, come specchiandosi, restando eternamente una sola persona"
784," Quindi discende a l’ultime potenze giù d’atto in atto, tanto divenendo, che più non fa che brevi contingenze","Da qui scende in basso alle creature materiali, di Cielo in Cielo, riducendosi al punto che produce solo cose effimere"
785," e queste contingenze essere intendo le cose generate, che produce con seme e sanza seme il ciel movendo","e intendo che queste cose effimere sono le cose generate, che i Cieli col loro movimento creano con seme  o senza "
786, La cera di costoro e chi la duce non sta d’un modo,La materia di queste creature e l'influsso celeste non sono uguali
787, e però sotto ’l segno idëale poi più e men traluce, e dunque esse riflettono in maggiore o minor misura l'idea divina che le suggella
788," Ond’ elli avvien ch’un medesimo legno, secondo specie, meglio e peggio frutta",Per questo accade che alberi della stessa specie fanno frutti in modo migliore e peggiore
789, e voi nascete con diverso ingegno, e voi uomini nascete con indole differente
790," Se fosse a punto la cera dedutta e fosse il cielo in sua virtù supprema, la luce del suggel parrebbe tutta","Se la materia fosse la migliore possibile e il Cielo esercitasse la sua virtù al massimo grado, allora la luce divina apparirebbe in modo perfetto"
791," ma la natura la dà sempre scema, similemente operando a l’artista ch’a l’abito de l’arte ha man che trema","ma la natura presenta la materia sempre in modo imperfetto, operando come l'artista che ha la mano tremante mentre esercita la sua arte"
792," Però se ’l caldo amor la chiara vista de la prima virtù dispone e segna, tutta la perfezion quivi s’acquista","Dunque, se lo Spirito Santo imprime la luce della potenza divina, allora la cosa creata è pienamente perfetta"
793, Così fu fatta già la terra degna di tutta l’animal perfezïone,Così la Terra fu creata degna di tutta la perfezione degli esseri animati 
794, così fu fatta la Vergine pregna,così la Vergine fu messa incinta
