id,Original,Translate
794," ma poco tempo andrà, che ’ tuoi vicini faranno sì che tu potrai chiosarlo"," ma passerà poco tempo prima che i tuoi concittadini faranno in modo che tu possa sperimentarlo di persona"
795," Quest’ opera li tolse quei confini»"," Quell'azione gli permise di accedere subito alla Cornice»"
797," Di pari, come buoi che vanno a giogo, m’andava io con quell’ anima carca, fin che ’l sofferse il dolce pedagogo","Io procedevo affiancato a quell'anima curva sotto il peso del masso, come due buoi aggiogati, finché Virgilio lo tollerò"
798," Ma quando disse",Ma quando disse
799," «Lascia lui e varca"," «Lascialo e passa oltre"
800," ché qui è buono con l’ali e coi remi, quantunque può, ciascun pinger sua barca»"," infatti qui è bene che ognuno spinga la sua barca, meglio che può, con vele e remi»"
801," dritto sì come andar vuolsi rife’mi con la persona, avvegna che i pensieri mi rimanessero e chinati e scemi","tornai a drizzare la mia figura come quando si cammina, anche se i miei pensieri restarono umili e prostrati"
802," Io m’era mosso, e seguia volontieri del mio maestro i passi, e amendue già mostravam com’ eravam leggeri","Io mi ero mosso, e seguivo volentieri i passi del mio maestro, e entrambi ormai mostravamo di essere spediti"
803," ed el mi disse",e lui mi disse
804," «Volgi li occhi in giùe"," «Abbassa gli occhi a terra"
805," buon ti sarà, per tranquillar la via, veder lo letto de le piante tue»"," ti sarà utile, per rasserenare il tuo cammino, vedere dove poggi i piedi»"
806," Come, perché di lor memoria sia, sovra i sepolti le tombe terragne portan segnato quel ch’elli eran pria, ","Come le tombe scavate a terra portano sopra i sepolti dei coperchi con l'effigie dei defunti, per ricordarli, "
807," onde lì molte volte si ripiagne per la puntura de la rimembranza, che solo a’ pïi dà de le calcagne",per cui spesso lì si ha nostalgia dei propri cari per il dolore del ricordo che stimola solo gli uomini devoti
808," sì vid’ io lì, ma di miglior sembianza secondo l’artificio, figurato quanto per via di fuor del monte avanza","così io vidi scolpito il pavimento della Cornice che sporge dal monte, ma in modo più raffinato perché era opera di Dio"
809," Vedea colui che fu nobil creato più ch’altra creatura, giù dal cielo folgoreggiando scender, da l’un lato","Vedevo da una parte colui  che fu creato più nobile di ogni altra creatura, che cadeva giù dal Cielo colpito dalla folgore"
810," Vedëa Brïareo fitto dal telo celestïal giacer, da l’altra parte, grave a la terra per lo mortal gelo","Vedevo dall'altra parte Briareo che giaceva dopo essere stato colpito dal fulmine di Giove, pesante a terra e gelato dalla morte"
811," Vedea Timbreo, vedea Pallade e Marte, armati ancora, intorno al padre loro, mirar le membra d’i Giganti sparte","Vedevo Apollo, Atena, Marte, ancora armati e intorno al loro padre Giove, che osservavano le membra sparse dei giganti"
812," Vedea Nembròt a piè del gran lavoro quasi smarrito, e riguardar le genti che ’n Sennaàr con lui superbi fuoro","Vedevo Nembrod ai piedi della grande opera  quasi smarrito, che guardava le genti che furono superbe insieme a lui a Sennaàr"
813," O Nïobè, con che occhi dolenti vedea io te segnata in su la strada, tra sette e sette tuoi figliuoli spenti","O Niobe, con quali occhi addolorati ti vedevo scolpita sulla strada, tra i tuoi quattordici figli uccisi"
814," O Saùl, come in su la propria spada quivi parevi morto in Gelboè, che poi non sentì pioggia né rugiada","O Saul, come sembravi morto, lì nella scultura, sulla tua spada a Gelboè, dove in seguito non cadde pioggia né rugiada"
815," O folle Aragne, sì vedea io te già mezza ragna, trista in su li stracci de l’opera che mal per te si fé","O folle Aracne, ti vedevo già mezza tramutata in ragno, triste sugli stracci dell'opera che tu producesti a tuo danno"
816," O Roboàm, già non par che minacci quivi ’l tuo segno","O Roboamo, qui la tua immagine non sembra minacciare, "
817," ma pien di spavento nel porta un carro, sanza ch’altri il cacci","ma appare piena di spaventato e portata via da un carro, senza che qualcuno la insegua"
818," Mostrava ancor lo duro pavimento come Almeon a sua madre fé caro parer lo sventurato addornamento",Il duro pavimento mostrava ancora come Alcmeone fece apparire prezioso a sua madre  lo sventurato monile
819," Mostrava come i figli si gittaro sovra Sennacherìb dentro dal tempio, e come, morto lui, quivi il lasciaro","Mostrava come i figli si scagliarono contro Sennacherib, nel tempio, e come lo lasciarono qui dopo averlo ucciso"
820," Mostrava la ruina e ’l crudo scempio che fé Tamiri, quando disse a Ciro","Mostrava la rovina e il crudele scempio che Tamiri fece di Ciro, quando gli disse"
821," «Sangue sitisti, e io di sangue t’empio»"," «Hai avuto sete di sangue e io di sangue ti riempio»"
822," Mostrava come in rotta si fuggiro li Assiri, poi che fu morto Oloferne, e anche le reliquie del martiro","Mostrava come gli Assiri fuggirono in rotta, dopo che Oloferne fu ucciso , e anche ciò che restava del suo tronco decapitato"
823," Vedeva Troia in cenere e in caverne",Vedevo Troia ridotta in cenere e rovine
824," o Ilïón, come te basso e vile mostrava il segno che lì si discerne"," o Ilio, come ti mostrava bassa e vile la scultura che si vede lì"
825," Qual di pennel fu maestro o di stile che ritraesse l’ombre e ’ tratti ch’ivi mirar farieno uno ingegno sottile? ","Quale maestro di pittura o disegno ci fu mai, capace di ritrarre le figure e i tratti che lì, in Purgatorio, farebbero meravigliare un ingegno raffinato?"
826," Morti li morti e i vivi parean vivi",I morti sembravano morti e i vivi sembravano vivi
827," non vide mei di me chi vide il vero, quant’ io calcai, fin che chinato givi"," chi vide la scena reale non vide meglio di me, finché osservai chinato le scene scolpite che calpestavo"
828," Or superbite, e via col viso altero, figliuoli d’Eva, e non chinate il volto sì che veggiate il vostro mal sentero","Allora insuperbite, figli di Eva, e andate avanti col viso altero, e non chinate lo sguardo per vedere il vostro cammino malvagio"
829," Più era già per noi del monte vòlto e del cammin del sole assai più speso che non stimava l’animo non sciolto, ","Avevamo percorso un maggior tratto del monte e speso una parte più ampia della giornata, di quanto non realizzasse il mio animo concentrato, "
830," quando colui che sempre innanzi atteso andava, cominciò","quando colui che andava avanti sempre attento, mi disse"
831," «Drizza la testa"," «Alza la testa"
832," non è più tempo di gir sì sospeso"," non è più tempo di camminare con lo sguardo a terra"
833," Vedi colà un angel che s’appresta per venir verso noi",Vedi là un angelo che si accinge a venire verso di noi
834," vedi che torna dal servigio del dì l’ancella sesta"," vedi che l'ora sesta torna dopo aver compiuto il suo servizio al giorno "
835," Di reverenza il viso e li atti addorna, sì che i diletti lo ’nvïarci in suso","Rendi riverenti il tuo viso e i gesti, così che ci indirizzi volentieri verso l'alto"
836," pensa che questo dì mai non raggiorna»"," pensa che questo giorno non tornerà mai»"
837," Io era ben del suo ammonir uso pur di non perder tempo, sì che ’n quella materia non potea parlarmi chiuso","Io ero abituato a questi ammonimenti per non perder tempo, così che su quell'argomento non poteva parlarmi in modo oscuro"
838," A noi venìa la creatura bella, biancovestito e ne la faccia quale par tremolando mattutina stella","La bella creatura veniva verso di noi, vestita di bianco e col volto che brillava come la stella del mattino"
839," Le braccia aperse, e indi aperse l’ale","Aprì le braccia, quindi spalancò le ali"
840," disse"," disse"
841," «Venite"," «Venite"
842," qui son presso i gradi, e agevolemente omai si sale"," i gradini sono qui vicino, e ormai si sale agevolmente"
843," A questo invito vegnon molto radi",Poche anime raccolgono questo invito
844," o gente umana, per volar sù nata, perché a poco vento così cadi?»"," o uomini, nati per volare in alto, perché cadete in basso per qualunque alito di vento?»"
845," Menocci ove la roccia era tagliata"," Ci condusse dove la roccia era tagliata"
846," quivi mi batté l’ali per la fronte"," qui mi colpì la fronte con le ali"
847," poi mi promise sicura l’andata"," poi mi promise un cammino sicuro"
848," Come a man destra, per salire al monte dove siede la chiesa che soggioga la ben guidata sopra Rubaconte, ","Come sul lato destro, per salire al monte dove sorge la chiesa  che domina la città ben governata  sopra Rubaconte, "
849," si rompe del montar l’ardita foga per le scalee che si fero ad etade ch’era sicuro il quaderno e la doga",la ripida parete diventa più lieve grazie a delle scale che furono costruite in un'epoca in cui il quaderno e la doga erano più sicure
850," così s’allenta la ripa che cade quivi ben ratta da l’altro girone","così la parete del monte, che cade ripidissima dall'altra Cornice, diventa più dolce, "
851," ma quinci e quindi l’alta pietra rade",ma l'alta roccia la stringe da una parte e dall'altra
852," Noi volgendo ivi le nostre persone, ‘Beati pauperes spiritu’ voci cantaron sì, che nol diria sermone","Mentre noi ci accingevamo a salire, delle voci cantarono 'Beati i poveri di spirito', in modo così soave che sarebbe impossibile descriverlo a parole"
853," Ahi quanto son diverse quelle foci da l’infernali","Ah, quanto sono diversi quegli accessi da quelli dell'Inferno"
854," ché quivi per canti s’entra, e là giù per lamenti feroci"," infatti qui si entra accolti da canti, laggiù da feroci lamenti"
855," Già montavam su per li scaglion santi, ed esser mi parea troppo più lieve che per lo pian non mi parea davanti","Ormai salivamo su per quelle scale sante, e mi sembrava di essere assi più leggero di quanto non fossi prima quando camminavo in pianura"
856," Ond’ io",Allora dissi
857," «Maestro, dì, "," «Maestro, dimmi"
858," qual cosa greve levata s’è da me, che nulla quasi per me fatica, andando, si riceve?»"," quale peso è stato levato da me, così che mentre procedo non sento quasi nessuna fatica?»"
859," Rispuose"," Mi rispose"
860," «Quando i P che son rimasi ancor nel volto tuo presso che stinti, saranno, com’ è l’un, del tutto rasi, "," «Quando le P che sono rimaste ancora sulla tua fronte, sia pure sbiadite, saranno cancellate come lo è stata la prima, "
861," fier li tuoi piè dal buon voler sì vinti, che non pur non fatica sentiranno, ma fia diletto loro esser sù pinti»"," i tuoi piedi saranno vinti dalla buona volontà al punto che non solo non sentiranno fatica, ma proveranno piacere a essere spinti in alto»"
862," Allor fec’ io come color che vanno con cosa in capo non da lor saputa, se non che ’ cenni altrui sospecciar fanno","Allora io feci come quelli che vanno con qualcosa in testa che non sanno, se non perché altri gli fanno dei gesti che glielo fanno immaginare"
863," per che la mano ad accertar s’aiuta, e cerca e truova e quello officio adempie che non si può fornir per la veduta",per cui la mano va ad accertarsi e cerca e trova e svolge quel compito che non può essere compiuto dalla vista
864," e con le dita de la destra scempie trovai pur sei le lettere che ’ncise quel da le chiavi a me sovra le tempie",e con le dita della mano destra staccate l'una dall'altra trovai solo sei delle lettere che l'angelo guardiano mi aveva inciso sopra le tempie
865," a che guardando, il mio duca sorrise"," e vedendo tutto ciò, il mio maestro sorrise"
867," Noi eravamo al sommo de la scala, dove secondamente si risega lo monte che salendo altrui dismala","Noi eravamo in cima alla scala dove il monte, che, salendo, purifica dai peccati, è tagliato per la seconda volta"
868," Ivi così una cornice lega dintorno il poggio, come la primaia","Lì una Cornice circonda il monte come la prima, "
869," se non che l’arco suo più tosto piega",salvo che la sua circonferenza è minore
870," Ombra non lì è né segno che si paia","Lì non c'è alcuna immagine, né alcuna scultura"
871," parsi la ripa e parsi la via schietta col livido color de la petraia"," la parete del monte e la strada sono lisce, del colore livido della pietra"
