,Inferno,Parafrasi
579,"  D'ogne malizia, ch'odio in cielo acquista, ingiuria è 'l fine, ed ogne fin cotale o con forza o con frode altrui contrista","Il fine di ogni malizia che attira l'odio del Cielo è l'ingiuria, e tale scopo si ottiene con la violenza o con la frode"
580,"  Ma perché frode è de l’uom proprio male, più spiace a Dio","E poiché la frode è un peccato proprio dell'uomo , è più sgradita a Dio "
581," e però stan di sotto li frodolenti, e più dolor li assale",e i fraudolenti stanno più in basso e sono puniti maggiormente
582,  Di vïolenti il primo cerchio è tutto,Il primo Cerchio  è riservato ai violenti
583," ma perché si fa forza a tre persone, in tre gironi è distinto e costrutto"," e poiché si può far violenza a tre diversi bersagli, esso è suddiviso in tre gironi"
584,"  A Dio, a sé, al prossimo si pòne far forza, dico in loro e in lor cose, come udirai con aperta ragione","Si può usare violenza a Dio, a se stessi, al prossimo, nelle persone e nelle loro cose, come ti spiegherò razionalmente"
585,"  Morte per forza e ferute dogliose nel prossimo si danno, e nel suo avere ruine, incendi e tollette dannose","Si possono dare al prossimo morte per forza, ferite dolorose, e nei suoi beni rovine, incendi e rapine"
586,"  onde omicide e ciascun che mal fiere, guastatori e predon, tutti tormenta lo giron primo per diverse schiere","dunque gli assassini e chi ferisce proditoriamente, distruttori e predoni, sono tutti tormentati in diverse schiere nel primo girone"
587,  Puote omo avere in sé man vïolenta e ne’ suoi beni,L'uomo può essere violento contro se stesso e nel suo patrimonio
588," e però nel secondo giron convien che sanza pro si penta  qualunque priva sé del vostro mondo, biscazza e fonde la sua facultade, e piange là dov’esser de’ giocondo"," e perciò nel secondo girone si pente invano chiunque si è suicidato e chi sperpera e dissipa il suo denaro, e rimpiange sulla Terra i suoi beni quando avrebbe dovuto vivere lieto"
589,"  Puossi far forza ne la deïtade, col cor negando e bestemmiando quella, e spregiando natura e sua bontade","Si può essere violenti contro Dio, negandolo in cuore e bestemmiandone il nome, oppure disprezzando la natura e la sua bontà "
590,"  e però lo minor giron suggella del segno suo e Soddoma e Caorsa e chi, spregiando Dio col cor, favella","perciò il terzo girone punisce i sodomiti e gli usurai, nonché quelli che parlano disprezzando in cuore Dio"
591,"  La frode, ond'ogne coscïenza è morsa, può l'omo usare in colui che 'n lui fida e in quel che fidanza non imborsa","La frode, da cui ogni coscienza è rimorsa, può essere esercitata dall'uomo verso chi si fida e chi non si fida"
592,  Questo modo di retro par ch’incida pur lo vinco d’amor che fa natura,Questo secondo modo sembra violare solo il vincolo d'amore che la natura stringe  
593," onde nel cerchio secondo s’annida  ipocresia, lusinghe e chi affattura, falsità, ladroneccio e simonia, ruffian, baratti e simile lordura"," perciò nel secondo Cerchio  sono puniti ipocriti, adulatori, maghi, falsari, ladri, simoniaci, ruffiani, barattieri e altri simili peccatori"
594,"  Per l’altro modo quell’amor s’oblia che fa natura, e quel ch’è poi aggiunto, di che la fede spezïal si cria",Nell'altro modo si dimentica invece quell'amore naturale e anche il vincolo speciale di fedeltà che si crea tra le persone
595,"  onde nel cerchio minore, ov’è ’l punto de l’universo in su che Dite siede, qualunque trade in etterno è consunto""","perciò nel Cerchio meno ampio , là dove ha sede Lucifero, è punito eternamente chi ha commesso tradimento»"
596,"  E io: ""Maestro, assai chiara procede la tua ragione, e assai ben distingue questo baràtro e ’l popol ch’e’ possiede","E io: «Maestro, il tuo ragionamento è molto chiaro e distingue assai bene questo baratro e i dannati che vi sono puniti"
597,"  Ma dimmi: quei de la palude pingue, che mena il vento, e che batte la pioggia, e che s’incontran con sì aspre lingue,  ","Ma dimmi: quelli della palude fangosa , gli altri che sono trascinati dalla bufera , quelli che sono battuti dalla pioggia  e che si rivolgono parole ingiuriose , "
598,"  perché non dentro da la città roggia sono ei puniti, se Dio li ha in ira? e se non li ha, perché sono a tal foggia?""","perché non sono puniti dentro la città di Dite se Dio li ha in odio? E in caso contrario, perché sono all'Inferno?»"
599,"  Ed elli a me ""Perché tanto delira"", disse, ""lo ’ngegno tuo da quel che sòle? ","E lui mi disse: «Perché il tuo ingegno devia tanto dal cammino che solitamente percorre, "
600,  o ver la mente dove altrove mira?  ,oppure dove altro guarda la tua mente?
601,"  Non ti rimembra di quelle parole con le quai la tua Etica pertratta le tre disposizion che ’l ciel non vole,  ","Non ti ricordi quelle parole con cui l'Etica di Aristotele tratta i tre peccati che il Cielo condanna, "
602,"  incontenenza, malizia e la matta bestialitade? ","eccesso, malizia e matta bestialità? "
603,  e come incontenenza men Dio offende e men biasimo accatta?  ,e come l'eccesso offende meno Dio e quindi è condannato in modo meno duro?
604,"  Se tu riguardi ben questa sentenza, e rechiti a la mente chi son quelli che sù di fuor sostegnon penitenza,  tu vedrai ben perché da questi felli sien dipartiti, e perché men crucciata la divina vendetta li martelli""","Se rifletti bene su questa affermazione e ripensi a quei dannati che sono puniti fuori da questa città, vedrai bene perché sono separati da questi peccatori  e perché sono meno puniti dalla giustizia divina»"
605,"  ""O sol che sani ogne vista turbata, tu mi contenti sì quando tu solvi, che, non men che saver, dubbiar m'aggrata","Io dissi: «O sole che risani ogni sguardo turbato, tu mi soddisfai a tal punto, quando risolvi un mio dubbio, che il dubitare mi dà piacere come la sapienza"
606,"  Ancora in dietro un poco ti rivolvi"", diss’io, ""là dove di’ ch’usura offende la divina bontade, e ’l groppo solvi""","Torna ancora indietro un poco, là dove hai detto che l'usura offende la bontà divina, e risolvimi questa incertezza»"
607,"  ""Filosofia"", mi disse, ""a chi la ’ntende, nota, non pure in una sola parte, come natura lo suo corso prende  dal divino ’ntelletto e da sua arte","Mi disse: «La filosofia , per chi la comprende, spiega in più libri che la natura prende il suo corso dal divino intelletto e dalla sua operosità"
608," e se tu ben la tua Fisica note, tu troverai, non dopo molte carte,  che l’arte vostra quella, quanto pote, segue, come ’l maestro fa ’l discente"," e se tu leggi bene la Fisica, troverai quasi all'inizio che la vostra operosità segue quella di Dio come può, come il discepolo segue il maestro"
609, sì che vostr’arte a Dio quasi è nepote, così che questa vostra operosità è quasi discendente da Dio
610,"  Da queste due, se tu ti rechi a mente lo Genesì dal principio, convene prender sua vita e avanzar la gente","E se tu pensi a quanto dice il libro della Genesi, vedrai che gli uomini debbono ricavare il sostentamento e progredire da queste due operosità"
611,"  e perché l’usuriere altra via tene, per sé natura e per la sua seguace dispregia, poi ch’in altro pon la spene","e poiché l'usuraio percorre un'altra strada, egli disprezza la natura in quanto tale e riguardo all'operosità, dal momento che ripone in altro  la sua speranza"
612,  Ma seguimi oramai che ’l gir mi piace,"Ma ormai seguimi, poiché penso che dobbiamo andare"
613," ché i Pesci guizzan su per l’orizzonta, e ’l Carro tutto sovra ’l Coro giace,  e ’l balzo via là oltra si dismonta"""," infatti i Pesci guizzano sull'orizzonte, e il Carro giace tutto sopra il Coro , e dobbiamo percorrere altra strada prima del passaggio al Cerchio sottostante»"
615,"Era lo loco ov’a scender la riva venimmo, alpestro e, per quel che v’er’anco, tal, ch’ogne vista ne sarebbe schiva","Il luogo dove giungemmo per scendere al Cerchio successivo era impervio, e, anche per ciò che vi era , tale che nessuno vorrebbe vederlo"
616,"Qual è quella ruina che nel fianco di qua da Trento l’Adice percosse, o per tremoto o per sostegno manco,  ","Come quella frana che colpì il letto dell'Adige a sud di Trento, per un terremoto o per mancanza di sostegno, "
617,"che da cima del monte, onde si mosse, al piano è sì la roccia discoscesa, ch’alcuna via darebbe a chi sù fosse:  ","tale che dalla cima del monte da cui si mosse fino alla pianura la roccia è sì dirupata, ma darebbe accesso a qualcuno che scendesse dall'alto:"
618,cotal di quel burrato era la scesa,così era la discesa di quel burrone infernale
619,e ’n su la punta de la rotta lacca l’infamïa di Creti era distesa  che fu concetta ne la falsa vacca," e proprio all'inizio del dirupo era distesa la vergogna di Creta, che fu concepita nella finta vacca"
620,"e quando vide noi, sé stesso morse, sì come quei cui l’ira dentro fiacca"," e quando  ci vide, si morse come colui che è sopraffatto dall'ira"
621,"Lo savio mio inver’ lui gridò: ""Forse tu credi che qui sia ’l duca d’Atene, che sù nel mondo la morte ti porse?  ","Il mio maestro gridò verso di lui: «Forse credi che qui ci sia il duca d'Atene , che nel mondo ti procurò la morte?"
622,"Pàrtiti, bestia, ché questi non vene ammaestrato da la tua sorella, ma vassi per veder le vostre pene""","Vattene via, bestia: infatti costui non viene seguendo le istruzioni di tua sorella , ma va a vedere le vostre pene»"
623,"  Qual è quel toro che si slaccia in quella c’ ha ricevuto già ’l colpo mortale, che gir non sa, ma qua e là saltella,  vid’io lo Minotauro far cotale","Come il toro che si libera dai lacci nel momento in cui ha ricevuto il colpo mortale, e non riesce a camminare ma barcolla qua e là, così vidi che faceva il Minotauro"
624," e quello accorto gridò: ""Corri al varco", e il saggio Virgilio gridò: «Corri al passaggio: 
625," mentre ch’e’ ’nfuria, è buon che tu ti cale"""," è bene che tu scenda, mentre il mostro è in preda alla furia»"
626,"  Così prendemmo via giù per lo scarco di quelle pietre, che spesso moviensi sotto i miei piedi per lo novo carco","Così ci incamminammo giù per il dirupo di quelle pietre, che spesso si muovevano sotto i miei piedi per il peso cui non erano abituate"
627,  Io gia pensando,"Io andavo pensando, "
628," e quei disse: ""Tu pensi forse a questa ruina, ch’è guardata da quell’ira bestial ch’i’ ora spensi","e Virgilio disse: «Tu pensi forse a questa frana, che è sorvegliata da quel mostro adirato che or ora ho ammansito"
629,"  Or vo’ che sappi che l’altra fïata ch’i’ discesi qua giù nel basso inferno, questa roccia non era ancor cascata","Ora voglio che tu sappia che l'altra volta in cui discesi quaggiù nel basso Inferno, quella roccia non era ancora crollata"
630,"  Ma certo poco pria, se ben discerno, che venisse colui che la gran preda levò a Dite del cerchio superno,  da tutte parti l’alta valle feda tremò sì, ch’i’ pensai che l’universo sentisse amor, per lo qual è chi creda  più volte il mondo in caòsso converso","Certo però poco prima, se capisco bene, che venisse Colui  che trasse dal I Cerchio gli spiriti dei patriarchi, la profonda valle fetida  tremò da ogni parte, così che pensai che l'Universo sentisse amore, per il quale alcuni credono che il mondo più volte si sia convertito in caos"
631," e in quel punto questa vecchia roccia, qui e altrove, tal fece riverso"," e in quell'istante questa vecchia roccia, qui e altrove, crollò"
632,"  Ma ficca li occhi a valle, ché s’approccia la riviera del sangue in la qual bolle qual che per vïolenza in altrui noccia""","Ma spingi lo sguardo a valle, poiché si avvicina il fiume di sangue  nel quale bolle chi nuoce agli altri per violenza»"
633,"  Oh cieca cupidigia e ira folle, che sì ci sproni ne la vita corta, e ne l’etterna poi sì mal c’immolle","Oh cupidigia cieca e ira folle, che ci spingi così tanto nella nostra breve vita e poi in quella eterna ci immergi così atrocemente"
634,"  Io vidi un’ampia fossa in arco torta, come quella che tutto ’l piano abbraccia, secondo ch’avea detto la mia scorta","Io vidi un ampio fossato a forma semicircolare, poiché circonda tutta la zona piana, proprio come mi aveva detto la mia guida"
635,"  e tra ’l piè de la ripa ed essa, in traccia corrien centauri, armati di saette, come solien nel mondo andare a caccia","e tra la base della roccia e il fossato correvano in fila dei centauri, armati di arco e frecce, proprio come erano soliti nel mondo andare a caccia"
636,"  Veggendoci calar, ciascun ristette, e de la schiera tre si dipartiro con archi e asticciuole prima elette","Vedendoci scendere, ciascuno di loro si fermò e dalla schiera ne uscirono tre, con gli archi e le frecce che prima avevano scelto"
637,"  e l’un gridò da lungi: ""A qual martiro venite voi che scendete la costa? Ditel costinci se non, l’arco tiro""","e uno gridò da lontano: «A quale pena venite voi che scendete la china? Ditecelo da lì, altrimenti scaglio una freccia»"
638,"  Lo mio maestro disse: ""La risposta farem noi a Chirón costà di presso: mal fu la voglia tua sempre sì tosta""","Il mio maestro gli disse: «Daremo la risposta a Chirone, quando saremo vicini a lui: il tuo desiderio fu sempre così impulsivo e a tuo danno»"
639,"  Poi mi tentò, e disse: ""Quelli è Nesso, che morì per la bella Deianira, e fé di sé la vendetta elli stesso","Poi Virgilio mi prese per un braccio e disse: «Quello è Nesso, che morì per la bella Deianira e si vendicò da se stesso"
