Original,Translate,Translate_GPT_1
"Ché poco parve ch’e’ le ne calesse,","Porque parecía que no le importaba mucho,",Porque parecía ser indiferente.
Sì•lla trovai ver’ me crudel e fera.,La encontré tan cruel hacia mí.,Tan despiadado que la encontré conmigo.
"Lo Dio D’Amor, che guar’ lungi non m’era,","El Dios de Amor, que no estaba lejos de mí,","La Rebanada Divina, que no estaba lejos de mí,"
"Mi riguardò com’io mi contenesse,",Miró cómo estaba yo.,Examinó cómo estaba actuando.
E parvemi ched e’ gli ne incresciesse;,Y parecía molestarle.,Y me pareció que le irritaba.
"Si venne a me e disse: «In che manera,","Vino a mí y me dijo: ""De qué manera,","Vino a mí y me dijo: ""De qué manera,"
"Amico, m’ài guardato l’omanagio,","Amigo, mantuviste tu juramento.","Amigo, mantuviste tu promesa."
"Che mi faciesti, passat’à un anno?».",¿Me obligaste hace un año?,¿Qué me hiciste hace un año?
"I’ gli dissi: «Messer, vo’ avete il gagio","Le dije: ""Señor, tienes mi promesa,","""Le dije: Su Excelencia, he dado mi palabra,"
"Or, ch’è il core». «E’ non ti fia già danno,","Ahora que es mi corazón, no te causará ningún daño.","Ahora que es mi corazón, no te causará ningún daño."
Ché tu•tti sè portato come sagio:,"Porque has obrado sabiamente,","Desde que actuaste con prudencia,"
Sì avrai guiderdon del grande afanno».,Seréis recompensados por vuestra gran angustia.,Tendrás una recompensa por tu gran sufrimiento.
Lo Dio d’Amor per tutto ’l regnio manda,Por todo el reino el Dios de Amor envía,"A través del reino, el Ser Supremo de Amor envía"
Messagi e lettere a la Baronia:,mensajeros y cartas a todos los barones;,portadores y epístolas a todos los caballeros.
"Che davanti da lui ciaschedun sia,",Quienquiera que esté delante de él.,Quienquiera que esté delante de él.
"Ad alcun priega, e ad alcun comanda;",a algunos pregunta y a otros ordena,Alguien pregunta y alguien más está a cargo.
"E ch’e’ vorrà far lor una domanda,","Él les hará una pregunta,",Le gustaría hacerles una pregunta.
"La qual fornita converrà che•ssia,","Que, siempre y cuando, tendrá que ser,","Que, siempre y cuando, debe ser indispensable,"
"D’abatter il castel di Gielosia,","Para destruir el castillo de Gielosia,","Demolir, aniquilar, demoler el castillo de Gielosia."
Sì ch’e’ non vi dimori inn-uscio banda.,para que no haya más pandillas malvadas que moran en ti.,para que no haya más grupos criminales viviendo allí.
"Al giorno ciaschedun si presentò,","En el gran día, todo el mundo apareció,","En el gran evento, todo se materializó,"
Presto di far il su’ comandamento;,listo para ejecutar su orden;,dispuesto a obedecer su orden.
Dell’armadure ciaschedun pensò,Todo el mundo reflexionaba en sus brazos,Todos meditaban en los miembros.
Per dar a Gielosia   pene e tormento.,para dar a los celos tormento y celos.,Para infligir celos aflicción y envidia.
"La Baronia   i’ sì vi nomerò,","El Baronia, que tengo en mente,","Baronia, en mi cabeza,"
Secondo ched i’ ò   rimenbramento.,Te nombraré de acuerdo a lo que tengo en la memoria.,Te diseñaré de acuerdo a lo que tengo en mente.
"Madonna Oziosa venne la primiera,","Nuestra Señora Oziosa vino primero,",Primero llegó la Sra. Lazy.
"Con Nobiltà-di-Chuor, e con Richezza,","con la nobleza del corazón, y con la riqueza,","con la nobleza del corazón, y con la riqueza,"
"Franchigia, Cortesia, Pietà, Largheza,","Bondad, cortesía, misericordia, generosidad,","Afabilidad, bondad, compasión, magnanimidad."
"Ardimento, e Honor: ciaschedun v’era.",Atreverse y honrar a cualquiera que haya existido,Endurecimiento e integridad de todos los que había
"Diletto et Conpagnia seguian la schiera,","Amados y Compañía siguieron al ejército,",El placer y la Sociedad acompañaron la procesión.
"Angielicanza, Sicurtà, et Leteza,","Angielicanza, Seguridad y Letizia,","Eclesiástico, Protección y Alegría."
"E Solazo, e Bieltate, e Giovaneza",y Alegría y Belleza y Juventud,"Letizia, Splendore y Juventud"
Andavan tutte inpresso la bandera.,Todos fueron juntos bajo la bandera.,Procedieron juntos bajo el estandarte.
"Ancor v’era   Humiltate, e Pacienza,","También había humildad, y paciencia,","También había humildad, y tolerancia."
"Giolività vi fue, e Ben-Cielare,","Había Joy, y Good-Heaven.","Había Letizia, y Favorable."
E Falsenbiante e Costretta-Astinenza.,y Falsidad y Abstinencia Forzada.,Mendacia e Abstinenza Coatta.
"Amor si cominciò a maravigliare,","El amor comenzó a preguntarse,",El amor comenzó a preguntarse.
"Po’ vide Falsenbiante in sua presenza,","Entonces vio a la Falsidad en su presencia,",Así que vio el engaño en su presencia.
E disse: «Chi•ll’à tolto a sichurare?».,"Y él dijo: ""¿Quién te trajo aquí a salvo?","Y él preguntó: ""¿Quién te trajo aquí a salvo?"""
"Astinenza Costretta venne avanti,","La abstinencia forzada salió adelante,",La abstinencia forzada surgió en primer plano.
"E disse: «E’ vien comeco in conpagnia,","Y él dijo: ""Viene en compañía,","Dijo: ""Ven en compañía""."
"Ché sanza lui civir non mi poria,","Porque sin él, no podría vivir,","Porque sin él, no podría sobrevivir."
"Tanto non pregherei né Die, né ’ santi;",Así que no quiero orar a Dios ni a los santos;,Yo no rezaría a lo Divino o a lo Bendito.
"E’ me e sé governa co’ senbianti,","Es él y él mismo gobierna con apariencia,",Es él y se ajusta en apariencia.
"Che gli ’nsegniò sua madre, Ipocresia.","Que le enseñó a su madre, Hipocrisia.","Que le enseñó a su madre, Fingimento."
I’ porto il manto di Papalardia,Llevo la capa de Papalardia,Llevo puesta la capa de Papalardia.
"Per più tosto venir, a tenpo, a’ guanti.","Llegar más rápido, a tiempo, a los guantes.","Para llegar más rápido, a su debido tiempo, a los guantes."
E così tra noi due ci governiamo,"Y así, entre nosotros dos, mandamos.","Y así entre nosotros, nos controlamos el uno al otro."
E nostra vita dimenian gioiosa,Y nuestra vida la pasamos alegres,Pasemos nuestras vidas alegremente.
"Sanza dir cosa   mai, che noi pensiamo.",Sin decir nunca lo que pensamos.,Sin expresar nunca nuestros pensamientos.
"La ciera nostra par molto pietosa,","Nuestra cara se ve muy lamentable,","Nuestra expresión es muy compasiva,"
"Ma nonn-è mal nesun, che non pensiamo.","Pero no hay daño en ninguno de nosotros, no creemos.","Pero no hay defecto en ninguno de nosotros, que no reflexionemos."
Ben paia•noi giente relegiosa».,Es bien visto por la gente religiosa.,Es respetada por gente piadosa.
"Lo Dio d’Amor sorise, quando udio",Dios del Amor sonrió cuando oyó,La Deidad del Amor sonreía cuando escuchaba
"Astinenza-Costretta sì parlare,","Abstinencia-corregida para hablar así,",Abstinencia-expresión fuerte de esta manera.
E disse: «Qui à giente d’alt’affare!,Y él dijo: '¡Aquí hay gente de gran importancia!,Y él dijo: '¡Aquí hay gente de gran importancia!
"Dì, Falsenbiante, se•tt’aiuti Idio,","Di: «¡Falsenbiante! Si Alá os ayuda,","Exclama, Falsenbian, si estás apoyado por la divinidad."
"S’i’ ti ritengnio del consiglio mio,","Si te mantengo bajo mi consejo,","Si te incluyo en mi consejo,"
Mi potrò io   in te punto fidare?».,¿Puedo confiar en ti de alguna manera?.,¿Puedo confiar en ti de alguna manera?
"«Segnior mio,   sì, di nulla non dottare,","Mi Señor, sí, nunca me decepcione,","Mi Soberano, sí, nunca me abandone."
Ch’altro c’a lealtà ma’ non pens’io».,Porque nada es más querido para mí que la lealtad.,Porque nada es más precioso que la fidelidad.
«Dunqu’è cotesto contra tua natura».,Entonces esto va en contra de tu naturaleza.,Entonces esto es en contraste con su esencia.
"«Veracie mente ciò è veritate,","Honestamente, esto es verdad.","A decir verdad, esto es un hecho."
Ma tuttor vi mettete inn-aventura!,¡Pero siempre te pones en peligro!,"¡Sin embargo, siempre te expones al riesgo!"
"Mai i•lupo di sua pelle non gittate,","Nunca el lobo se quita la piel,",El lobo nunca se desnuda la piel.
"No•gli farete tanto di laidura,",No le harás tanto daño.,No van a hacerle sentir mucho dolor.
Se voi in prima no•llo scorticate».,Si lo rascas de inmediato.,Pelar inmediatamente.
"Amor disse a’ baroni: «I’ v’ò mandato,","El amor dijo a los barones: ""Te envié,","El amor dijo a los barones: ""Te envié,"
"Perch’e’ convien ch’i’ agia il vostro aiuto,","Porque necesito tu ayuda,","Porque necesito tu apoyo,"
"Tanto che quel castel si’ abattuto,",Para derribar ese castillo.,"Derribar, destruir, desmoronar, derrumbar."
Che Gielosia di nuovo à già fondato.,Ese celo ya ha sido reconstruido.,Esa envidia ya se ha reconstituido.
"Onde ciaschun di voi è misurato,","Por lo tanto, cada uno de ustedes es llamado,","Como resultado, cada uno de ustedes está invitado."
S’i’ vi richegio ch’e’ sia proveduto,Si le solicito que se le proporcione,Pido que se haga.
"Per voi in tal maniera, che tenuto","Por ti de tal manera que ya no está contra mí, sino que se dobla.","Para ti de tal manera que ya no es hostil a mí, sino que se rinde."
"Non sia più contra me, ma si’ aterrato.","puede que ya no esté en mi contra, pero puede ser nivelado en el suelo.","Puede que no sea más hostil conmigo, pero puede ser derribado en el suelo."
"Ch’e’ pur convien ch’i’ soccorra Durante,","De hecho, es necesario ayudar durante,","De hecho, es esencial que ayudes a Durante."
"Chéd i’ gli vo’ tener sua promessione,","Porque quiero cumplir su promesa,","Porque quiero respetar tu palabra,"
Ché tropo l’ò trovato   fin Amante.,Porque lo encontré demasiado enamorado.,Porque lo encontré demasiado apasionado.
"Molto penò di torelmi Ragione,","Mucho ha sufrido para mantenerme Razón,",Soportó tanto para mantener la justicia.
"Que’, come sagio, fu sì fermo e stante","Pero él, como hombre sabio, era tan firme y constante","Pero él, como hombre sabio, era tan sólido y persistente."
Che no•lle valse nulla su’ sermone».,Que nada valía su discurso en su contra.,Que nada ayudó a su discurso en su contra.
La Baronia sì fecie parlamento,Baronia comenzó a hablar,Baronia comenzó a hablar
"Per devisar in che maniera andranno,","Para decidir cómo van a ir,",Determine cómo proceder.
O la qual porta prima assaliranno;,O a qué puerta atacarán primero;,¿A qué puerta atacarán primero?
Sì fur ben tutti d’un acordamento,Y todos estuvieron de acuerdo,Todo el mundo estuvo de acuerdo.
"Fuor che Richeza,   che fe’ saramento","A excepción de la riqueza, que hizo un juramento","Excepción, riqueza, promesa solemne"
"Ch’ella non prenderebe per me affanno,","Que no participaría en la aventura,",Que no participaría en la aventura.
"Néd al castel non darebe già danno,","Ni causaría daño al castillo,",No causaría ningún daño a la mansión.
"Per pregheria né per comandamento,","Ni por oración ni por orden,",Ni por súplica ni por mandato.
"Che nessuna persona far potesse,","Que nadie podía hacer,","Imposible, inaccesible, irrealizable."
Perciò ch’i’ non volli anche sua contezza:,Porque ni siquiera quería mi consentimiento.,Porque ni siquiera deseaba mi consentimiento.
"S’iera dritto, ch’i’ me ne pentesse.",Si era correcto que me arrepintiera.,Si era apropiado que me arrepintiera.
"Ben disse, ch’i’ le feci gran carezza","Y dijo bien, que le di una gran caricia.","Él dijo con razón, que le di un gran mimo"
"Sotto dal pino, ma non c’ancor vedesse","Bajo el pino, pero aún no lo he visto.","Bajo el abeto, pero aún no visto"
Che Povertà no•m’avesse   in distrezza.,La pobre no me metió en problemas.,Que Miseria no me había puesto en una situación compleja.
"Al Die d’Amor ricordaro il fatto,","Le dijeron al Dios de Amor lo que pasó,",El Divino del Amor contó el evento.
E disser ch’e’ trovavar d’acordanza,Y dijeron que encontraron un trato.,Dijeron que estaban llegando a un acuerdo.
Che Falsenbiante e Costretta-Astinenza,Qué Falsenbiana y Abstinencia-Coast,Falso Profeta y Abstinencia Obligatoria
Dessono a Mala Bocca scacco matto;,le dieron jaque mate a Malabocia;,Le asignaron jaque mate a Malabocia.
Largheza e Cortesia traeser pacto,Ancho y cortesía hicieron un pacto,El tamaño y la bondad llegaron a un acuerdo
"Con quella, che•ssa ben la vechia danza;","Con eso, que habría sido bien bailado;","Con eso, que habría sido bien ejecutado;"
E Pietate e Francheza dear miccianza,Y Pietà y Franchezza se unieron,Mercy y Candore se unieron
"A quello Schifo, che sta sì ’norsato;",a la Resistencia que es tan arrogante,a la Resistencia que es tan presuntuosa
"E po’ vada Diletto e Ben-Cielare,","Y luego Diletto y Ben-Cielare,",Así que Delizia y Splendore-Celeste.
"Ed a Vergognia dean tal lastrellata,","Y la vergüenza da tal derrota,","El descontento se debe a tal derrota,"
Ched ella non si possa rilevare;,Que ya no puede levantarse;,Incapaz de levantarse de nuevo.
"Ardimento a Paura dea ghigniata,","Atreverse al miedo da una grinata,",La audacia al miedo da una risa.
"E Sicurtà la degia sì pelare,","Y Seguridad te pone tan calvo,","Asegure, asegure, minuate."
Ched ella non vi sia ma’ più trovata.,Que ya no se la puede encontrar.,"Inaccesible, inalcanzable."
"Amor   rispuose: «A me sì piacie assai,","El amor respondió: ""Me gusta mucho,","El amor respondió: ""Me gusta mucho,"
Che l’oste avete bene istabulita;,Que has organizado bien al anfitrión;,Que el anfitrión lo haya arreglado cuidadosamente.
"Ma•ttu Richeza, c’or   mi sè fallita,","Pero tú, Richezza, que me has fallado ahora,","Pero tú, Prosperidad, que ahora me has decepcionado,"
"Sed i’ potrò, tu•tte ne penterai.","Si puedo, te arrepentirás.","Si tengo la oportunidad, te arrepentirás."
"S’uomini richi i’ posso tener mai,","Si los hombres ricos pueden quedarse,","Si los ricos pueden salvar alguna vez,"
"Non poss’io già star un giorno in vita,",No puedo seguir con vida un día.,No puedo sobrevivir un día.
"S’avanti che da me facciar partita,","Si antes de que me dejes,","Antes de abandonarme,"
Non recherò a poco il loro assai.,No minimizaré su riqueza.,No disminuiré su abundancia.
Uomini poveri fatt’ànno lor sire,Pobres hombres me han hecho su amo,Los pobres hombres me han hecho su gobernante.
"Di me, e ciaschedun m’à dato il core,","Y todo el mundo me dio su corazón,","Todo el mundo me dio su amor,"
Per ch’a tal dono mi degio ben sofrire.,Así que tengo que soportar este regalo.,"Como resultado, tengo que tolerar esta concesión."
