Original,Translate,Translate_GPT_1
Perciò che ben in lor non si fidava.,Eftersom han inte litade på dem.,eftersom han litade på dem.
"Intorno dal castello andai ciercando,",Runt slottet gick jag för att leta efter,Runt hela herrgården jag gick för att undersöka.
"Sed i’ potesse trovar quel’entrata,",Om jag kunde hitta ingången.,Om jag kunde hitta dörren...
"La qual Folle-Largheza avea fondata,",som Forte-Largheza hade grundat,Den styrka som han hade satt upp
"Per avacciar ciò, che giva pensando.",för att påskynda det jag tänkte på.,"Accelerera, vad jag mediterade över."
"Allor guardai, e sì vidi onbreando",Sen tittade jag i skuggorna.,Sen kikade jag in i mörkret.
"Di sotto un pin una donna pregiata,","under en tall, en värdig kvinna,","Under en gran, en kvinna värd respekt."
"Sì nobil mente vestita e parata,",så ädelt klädd och prydd,vackert attraherad och utsmyckad
Che tutto ’l mondo gìa di lei parlando.,Att hela världen pratade om henne.,Att hela jordklotet pratade om henne.
"E sì avea in sé tanta beleza,",och hade så mycket skönhet i honom,Hon var begåvad med stor charm.
Che tutto intorno lei aluminava,som upplyste allt omkring henne,som lyste runt omkring henne
"Chol su’ visagio, tanto avea chiareza.","Med sitt ansikte, han hade så mycket klarhet;",Med ansiktet hade han mycket öppenhet.
Ed un suo amico co•llei si posava.,och en vän till dig som var med henne,och en av hennes följeslagare som var med henne
"La donna si avea nome Richeza,",Kvinnan hette Richeza.,Kvinnan hette Abundance.
Ma•llui non so com’altri l’apellava.,Men jag vet inte vad han hette mer.,Men jag visste inte vad han hette.
"Col capo inchino la donna salutai,","Jag hälsade kvinnan med huvudet nere,","Jag hälsade kvinnan med en båge,"
E sì•lla cominciai   a domandare,Och jag började fråga henne.,Jag började fråga henne.
"Del camin, c’uomo apella Tropo-Dare.",av stigen som kallas Tropo-Dare.,av stigen som kallas Tropo-Try.
Quella rispose: «Già per me no ’l sai,Hon svarade: »Du skall icke få veta något om mig.»,"Hon svarade: "" Du kommer inte att lära dig det av mig."
"E, se ’l sapessi, già non vi ’nterrai,","Och om du visste, skulle du aldrig gå in,","Och om du kände honom, skulle du aldrig komma in."
Chéd i’ difendo a ciaschedun l’entrare,"eftersom jag förbjuder inträde till alla,",För att jag förbjuder tillgång till alla.
Sed e’ nonn-à che spender e che dare.,Men det är nödvändigt att spendera och ge.,Men det är nödvändigt att investera och distribuera.
"Sì farai   gran saver, se•tte ne vai:","Så, om du är smart, du går,","Så, om du är smart, så går du."
"C’unquanche non volesti mi’ acontanza,",Om du inte vill ha mitt sällskap,Om du aldrig önskar min närvaro
Né mi pregiasti mai  a la tua vita.,Inte heller har du någonsin prisat mig i ditt liv.,Du berömde mig aldrig i ditt liv.
"Ma or ne prenderò buona vengianza,",Men nu ska jag hämnas:,Nu ska jag hämnas.
"Ché, sie ciertano, se•ttu m’ài   schernita,","så att du kan vara säker på att du har föraktat mig,",För att du är helt övertygad om att du föraktade mig.
"I’ ti darò tormento e malenanza,","Jag skall ge er lidande och olycka,",Jag ska ge dig lidande och sorg.
Sì ch’e’ me’ ti varia avermi servita».,att det skulle vara bättre för dig att ha tjänat mig,att det skulle vara bättre för dig att ha välkomnat mig
"«Per Dio, gientil madonna, e per merzede»,","Vid Gud, snälla dam, och genom nåd,","För den Gudomliga, snälla damen, och för medlidandes skull."
"Le dissi allor, «s’i’ ò ver’ voi fallato,","Jag sa till henne då, om jag sårade dig,","Jag sa till henne då, om jag orsakade dig smärta,"
Ched e’ vi piaccia ched e’ sia amendato,"Vad du vill, det stämmer.","Vad du vill, det är lämpligt"
"Per me, chéd i’ ’l farò a buona fede:","för mig, ty jag skall göra det i god tro.","För mig, för jag ska göra det med uppriktighet."
"Ch’i’ son ciertan, che ’l vostro cuor non crede",För jag är säker på att ditt hjärta inte tror,För jag är säker på att ditt hjärta inte tror
"Com’io dentro dal mio ne son crucciato,","Såsom i mitt plågas jag av det,","Såsom i mitt är jag bedrövad,"
"Ma quando vo’ m’avrete ben provato,",Men när du testar mig,När ska du testa mig?
"E’ sarà cierto di ciò, c’or non vede.","Och det kommer att vara säker på att, att nu det inte ser",Det kommer att vara obestridligt av vad som inte är synligt nu.
"Per ch’i’ vi priego, che mi diate il passo,",Det är därför jag ber dig att släppa igenom mig.,Jag ber dig att ge mig tillåtelse att passera.
Ched i’ potesse abatter il castello,Så jag kan ta ner slottet.,Då kan jag riva herrgården.
"Di Gielosia, che m’à sì messo al basso».","av svartsjuka, som avsatte mig.","av avund, som har placerat mig."
Quella mi disse: «Tu•ssè mio ribello:,"Han sade till mig: ""Du är min fiende,",Och han sade till mig: »Du är min motståndare;
"Per altra via andrai, ché sarà’ lasso","längs en annan väg kommer du att gå, eftersom du kommer att vara utmattad","På en annan väg skall du gå, ty du skall bliva uttröttad."
Inanzi che n’abatti un sol crinello».,innan du bryter ner en enda svartfågel i tornet,Innan du river ner en enda svartfågel i tornet
"Già no•mi valse nessuna preghera,",Jag bad inga böner.,Jag tiggde inte.
"Ched i’ verso Richeza far potesse,","som jag skulle kunna göra mot Richeza,","Att jag kunde erbjuda Richesa,"
"Ché poco parve ch’e’ le ne calesse,",Det verkade som om hon inte brydde sig så mycket.,För att hon verkade likgiltig.
Sì•lla trovai ver’ me crudel e fera.,Jag fann henne så grym mot mig.,Så hänsynslös att jag hittade henne på mig.
"Lo Dio D’Amor, che guar’ lungi non m’era,","Kärlekens Gud, som inte var långt ifrån mig,","Den Gudomliga Slice, som inte var långt ifrån mig,"
"Mi riguardò com’io mi contenesse,",Han tittade på hur jag mådde.,Han undersökte hur jag agerade.
E parvemi ched e’ gli ne incresciesse;,Och det verkade störa honom.,Jag tyckte att det irriterade honom.
"Si venne a me e disse: «In che manera,","Han kom till mig och sade till mig: ""På vilket sätt,","Han kom till mig och sade till mig: ""På vilket sätt,"
"Amico, m’ài guardato l’omanagio,",Du höll din ed.,Du höll ditt löfte.
"Che mi faciesti, passat’à un anno?».",Tvingade du mig för ett år sen?,Vad gjorde du med mig för ett år sen?
"I’ gli dissi: «Messer, vo’ avete il gagio","Jag sade till honom: ""Herre, du har mitt löfte,","""Jag sa till honom, ""Hans excellens, jag har gett mitt ord,"
"Or, ch’è il core». «E’ non ti fia già danno,","Nu när det är mitt hjärta, kommer det inte att skada dig.","Nu när det är mitt hjärta, kommer det inte att skada dig."
Ché tu•tti sè portato come sagio:,"Ty du har handlat förståndigt,","Eftersom du agerade försiktigt,"
Sì avrai guiderdon del grande afanno».,Du kommer att belönas för din stora ångest.,Du kommer att få en belöning för ditt stora lidande.
Lo Dio d’Amor per tutto ’l regnio manda,I hela riket sänder kärlekens Gud,I hela riket sänder den Högsta Varelsen av Kärlek
Messagi e lettere a la Baronia:,Budbärare och brev till alla baroner.,Bärare och brev till alla herrar.
"Che davanti da lui ciaschedun sia,",Vem som än är framför honom,Vem som än är framför honom
"Ad alcun priega, e ad alcun comanda;",till några frågar han och några beställer han,Någon frågar och någon annan bestämmer.
"E ch’e’ vorrà far lor una domanda,","Han kommer att ställa en fråga till dem,",Han vill ställa en fråga till dem.
"La qual fornita converrà che•ssia,","Som, förutsatt, kommer att behöva vara,","Som, förutsatt, måste vara oumbärliga,"
"D’abatter il castel di Gielosia,","För att förstöra slottet Gielosia,","Förstöra, förinta, riva slottet Gielosia."
Sì ch’e’ non vi dimori inn-uscio banda.,så att det inte längre finns något ont gäng som bor i dig.,så att det inte längre finns någon kriminell grupp som bor där.
"Al giorno ciaschedun si presentò,","På den stora dagen dök alla upp,","I den stora händelsen, allt materialiserat,"
Presto di far il su’ comandamento;,redo att utföra ditt kommando;,Jag är villig att lyda din order.
Dell’armadure ciaschedun pensò,Alla tänkte på hans armar,Alla mediterade över medlemmarna.
Per dar a Gielosia   pene e tormento.,för att ge svartsjuka pina och svartsjuka.,För att orsaka svartsjuka lidande och avundsjuka.
"La Baronia   i’ sì vi nomerò,","Baronien, som jag har i åtanke,","Baronia, i mitt huvud,"
Secondo ched i’ ò   rimenbramento.,Jag döper dig efter vad jag har i minnet.,Jag ska designa dig efter vad jag har tänkt mig.
"Madonna Oziosa venne la primiera,","Vår Lady Oziosa kom först,",Först kom mrs Lazy.
"Con Nobiltà-di-Chuor, e con Richezza,","med hjärtas ädelhet och rikedom,","med hjärtas ädelhet och rikedom,"
"Franchigia, Cortesia, Pietà, Largheza,","Snällhet, artighet, barmhärtighet, generositet,","Smidighet, omtänksamhet, medkänsla, maganimitet."
"Ardimento, e Honor: ciaschedun v’era.",Daring och ära alla som fanns,Förhärdande och ostraffliga var och en var
"Diletto et Conpagnia seguian la schiera,","Älskade och sällskap följde armén,",Nöje och sällskap följde med processionen.
"Angielicanza, Sicurtà, et Leteza,","Angilikanza, säkerhet, och Letizia,","Ecclesiasticism, skydd och glädje."
"E Solazo, e Bieltate, e Giovaneza",och glädje och skönhet och ungdom,"Letisia, prakt och ungdom"
Andavan tutte inpresso la bandera.,Alla gick under flaggan tillsammans.,De fortsatte tillsammans under fanan.
"Ancor v’era   Humiltate, e Pacienza,","Det fanns också ödmjukhet, och tålamod,","Det fanns också ödmjukhet, och tolerans."
"Giolività vi fue, e Ben-Cielare,","Där var Joy, och God-himlen.","Det fanns Letizia, och gynnad."
E Falsenbiante e Costretta-Astinenza.,och falskhet och påtvingad avhållsamhet.,Mendacia och Abstinenza Coatta.
"Amor si cominciò a maravigliare,",Kärleken började undra:,Kärleken började förundras.
"Po’ vide Falsenbiante in sua presenza,","Och han fick se sanningen i sin åsyn,",Så han såg Bedragelsen i sin närvaro.
E disse: «Chi•ll’à tolto a sichurare?».,"Och han sa, ""Vem tog dig hit i säkerhet?","Och han frågade, ""Vem tog dig hit i säkerhet?"""
"Astinenza Costretta venne avanti,","Tvingad avhållsamhet kom fram,",Tvingad avhållsamhet dök upp i förgrunden.
"E disse: «E’ vien comeco in conpagnia,","Och han sa, ""Det kommer i sällskap,","Han sa: ""Kom i sällskap."""
"Ché sanza lui civir non mi poria,",För utan honom kunde jag inte leva.,För utan honom kunde jag inte överleva.
"Tanto non pregherei né Die, né ’ santi;",Så jag skulle inte be till Gud eller de heliga;,Jag skulle inte be till det Gudomliga eller de Välsignade.
"E’ me e sé governa co’ senbianti,","Det är han och han själv som bestämmer med utseende,",Det är han och han anpassar sig till utseendet.
"Che gli ’nsegniò sua madre, Ipocresia.","Som lärde honom sin mor, Hypocrisia.","Han lärde honom sin mor, Fingimento."
I’ porto il manto di Papalardia,Jag bär Papalardias mantel.,Jag bär Papalardias mantel.
"Per più tosto venir, a tenpo, a’ guanti.","Att komma snabbare, i tid, till handskarna.","Att komma snabbare, i god tid, till handskarna."
E così tra noi due ci governiamo,"Och så mellan oss två, vi härskar.",Så mellan oss kontrollerar vi varandra.
E nostra vita dimenian gioiosa,Och vårt liv tillbringar vi med glädje,Låt oss tillbringa våra liv glatt.
"Sanza dir cosa   mai, che noi pensiamo.",Utan att säga vad vi tycker.,Utan att någonsin uttrycka våra tankar.
"La ciera nostra par molto pietosa,","Vårt ansikte ser mycket ömkligt,","Vårt uttryck är mycket medkännande,"
"Ma nonn-è mal nesun, che non pensiamo.","Men det finns ingen skada i någon av oss, tror vi inte.","Men det finns inga brister hos någon av oss, som vi inte reflekterar."
Ben paia•noi giente relegiosa».,Det är väl synligt av religiösa människor.,Hon är respekterad av gudfruktiga människor.
"Lo Dio d’Amor sorise, quando udio",Kärlekens Gud log när han hörde,Kärlekens Gudom flinade när hon lyssnade
"Astinenza-Costretta sì parlare,","Avhållsamhet-korrekt att tala så här,",Avhållsamhet-Stark uttryck på detta sätt.
E disse: «Qui à giente d’alt’affare!,"Och han sade: ""Här är människor av stor vikt!","Och han sade: ""Här är människor av stor vikt!"
"Dì, Falsenbiante, se•tt’aiuti Idio,","Säg: ""Falsk-biant, om ni får hjälp av Gud,","Utkräv, falska, om ni stöds av gudomligheten."
"S’i’ ti ritengnio del consiglio mio,","Om jag håller dig på mitt råd,","Om jag inkluderar dig i mitt råd,"
Mi potrò io   in te punto fidare?».,Kan jag lita på dig på något sätt?.,Kan jag lita på dig på något sätt?
"«Segnior mio,   sì, di nulla non dottare,","Min Herre, ja, gör mig aldrig besviken.","Min Suverän, ja, överge mig aldrig."
Ch’altro c’a lealtà ma’ non pens’io».,För inget är mig kärare än lojalitet.,För inget är mer värdefullt än trohet.
«Dunqu’è cotesto contra tua natura».,Då går detta emot din natur.,Då är detta i motsats till din essens.
"«Veracie mente ciò è veritate,","Ärligt talat, så är det sant.",Sanningen är att detta är ett faktum.
Ma tuttor vi mettete inn-aventura!,Men du försätter dig alltid i fara!,Men du utsätter dig alltid för risker!
"Mai i•lupo di sua pelle non gittate,",Vargen tar aldrig av sig skinnet.,Vargen klär aldrig av pälsen.
