Original,Translate,Translate_GPT_1
"Che•ttu sì no•gli mostri mal senbiante,","daß, wenn du ihm böse Blicke zeigst,",Wenn du ihm schlechtes Aussehen zeigst.
"Ma se gli passe o dimore davante,","Wenn er aber vor sich hingeht oder aufhört,",Wenn er jedoch vor sich hin schießt oder anhält.
Umile gli ti mostra ed ubidente:,Zeigen Sie sich demütig und gehorsam.,Er manifestiert Demut und Unterwerfung.
"Di te e del tuo gli sie largo offerente,","Bieten Sie ihm Ihre Person und Ihre Besitztümer,",Geben Sie ihm Ihre Anwesenheit und Ihre Sachen.
E’ faccia di te come di su’ fante.,Und mache dich zu einem seiner Diener.,und wie einer seiner Sklaven behandelt
"Così vo’ che lo ’nghanni quel truante,","Also du, diese Masclazone, wo man täuschen kann","Also du, dieser Tyrann, wo man betrügt"
Che si diletta in dir mal d’ognie giente.,"Es macht Spaß, schlecht über alle zu reden.","der es liebt, jeden zu verunglimpfen."
Chol braccio al collo sì die hon menare,Mit dem Arm um den Hals und angenehmen Worten,Mit seinem Arm um den Hals und mit freundlichen Worten.
"Il su’ nemico, insin che sia ’l giubetto,","Du musst deinen Feind zum Galgen führen,",Du musst deinen Feind zu Gallows führen.
"Co•le lusinghe, e po’ farlo inpiccare.","mit seiner Schmeichelei, und dann hängen ihn.","Mit seiner Schmeichelei, und dann hängen ihn."
"Or metti ben il cuor a•cciò, c’ò detto,","Jetzt richte dein Herz auf das, was ich gesagt habe:","Jetzt richte dein Herz auf das, was ich gesagt habe."
"Di costu’ ti convien così ovrare,","Das ist es, was du tun musst.","Das ist es, was du tun musst."
Insin ch’e’ sia condotto al passo stretto.,bis er zu diesem schmalen Gang geführt wurde.,bis es zu dieser schmalen Strecke geführt wurde.
Inpresso vo’ che•ttu agie astinenza,"Danach möchte ich, dass Sie sich der Stimme enthalten.","Danach möchte ich, dass Sie sich der Stimme enthalten."
"Di non andar sovente dal chastello,",nicht immer wieder auf die Burg zu gehen,"Vermeiden Sie, das Schloss wiederholt zu besuchen"
Né non mostrar che•tti sia guari bello,"und zeigen Sie nicht, dass es Ihnen gefällt","Verstecken, was du magst"
A riguardar là ov’è Bellacoglienza:,"zu schauen, wo Bell willkommen ist","Untersuchen, beobachten, wo ist die herzliche willkommen."
Ch’e’•tti convien aver gran provedenza,"dass alle einverstanden sind, große Vorsehung zu haben",dass alle einig haben große Weisheit
"Insin che Malabocha   t’è ribello,","Solange Malabocia gegen dich rebelliert,","Solange sich die Rebellion gegen euch manifestiert,"
"Ché•ttu sa’ ben ch’egli è un mal tranello,","dass jeder weiß, dass er eine schlechte Falle ist","dass jeder weiß, dass er eine schlechte Falle ist"
"Che giorno e nott’e’ grida, e nogia, tenza.",schreien und schreien und streiten Tag und Nacht.,Sie schreit und heult und kämpft Tag und Nacht.
De l’altre guardie non bisognia tanto,der anderen Wachen nicht so biognisant,"Mehr Wachen, es braucht nicht viel."
Guardar com’e’ ti fa di Mala-Bocha,"beobachten Sie, wie Sie es mit Malabocia","Beobachten Sie, wie Sie mit Malabocia vorgehen."
Ch’elle starian volontier da l’un canto;,dass sie bereitwillig auf der einen Seite stehen,dass sie sich freiwillig auf der einen Seite niederlassen
Ma quel normando incontanente scocha,Aber dieser Norman warf sich sofort,Aber dieser Norman warf sich sofort.
"Ciò ched e’ sa, ed in piaza ed a santo,","was er weiß, sowohl auf dem Platz als auch in den Kirchen;","was er weiß, sowohl in Quadraten als auch in Tempeln."
"E con’ truova da sé, e’ mette in cocha.",und er findet sich und stellt sich in die Schlange,und finden Sie es allein und Sie arrangieren es in der Warteschlange
"La Vechia, che Bellacoglienz’à ’n guarda,","La Vecchia, was für eine schöne Begrüßung sie sieht","La Vecchia, die einen warmen Empfang beobachtet"
Servi ed onora a tutto tu’ podere,Diene und ehre mit all deiner Kraft,Diene und verehre mit all deiner Energie.
"Ché, s’ella vuol, troppo ti può valere:","denn, wenn es will, kann es sehr nützlich sein,","Denn wenn du willst, kann es sehr nützlich sein."
"Chéd ella nonn-è folle, né musarda.",Denn sie ist weder töricht noch töricht.,Weil sie weder dumm noch sinnlos ist.
"A Gielosia, che mal fuoco l’arda,",Mit Eifersucht - ein Feuer soll es verbrennen! -,Mit Neid - dass eine Flamme sie verschlingt!
"Fa ’l somigliante, s’ella può vedere.","Tun Sie dasselbe, wenn Sie es sehen können.","Tun Sie dasselbe, wenn Sie es spüren können."
"Largo prometti a tutte de l’avere,","Versprich ihnen ihren großzügigen Lohn,",Versprich ihnen allen eine großzügige Belohnung.
"Ma ’l pagamento, il più che puo’,   lo tarda.",aber die Zahlung so viel wie möglich zu verzögern.,aber die Zahlung so weit wie möglich aufschieben.
"E, se•llor doni, dona gioeletti,","Und wenn ihr Geschenke gebt, gebt Juwelen,","Du gibst Geschenke, du kaufst Schmuck."
"Be’ covricieri, e reti, e ’ntecciatoi,",schöne Hüte und Hüte und Seidenbänder,Schöne Hüte und Hüte und Seidenbänder
"E belle ghirlanduze, e ispiletti,","und schöne Girlanden und Nadeln,","Wundervolle Kronen und Verschlüsse,"
"E pettini d’avorio, e rizatoi,","und Kämme und Stäbe aus Elfenbein,",und Elfenbeinbürsten und -stangen.
"Coltelli, e paternostri, e tessutetti:","Messer, Rosenkränze und Tücher;","Klingen, Gebete und Gewebe;"
Ché questi non son doni strugitoi.,dass das billige Geschenke sind.,dass dies wirtschaftliche Gaben sind.
"Se non ài che donar   fa gran promessa,","Wenn Sie nichts zu geben haben, machen Sie große Versprechungen,","Wenn Sie nichts zu bieten haben, machen Sie eine große Versicherung."
"Sì com’i’ t’ò contato qui davanti,","Ja, als wäre es hier vorne.","Genau hier, auf der anderen Straßenseite."
"Giurando loro Idio e tutti i santi,",Sie schwören auf den Gott und alle Heiligen,Versprich ihnen die Göttlichkeit und alles Gesegnete
"Ed anche il sacramento della messa,","und auch über das Sakrament der Messe,","und auch auf die Verordnung der Liturgie,"
"Che ciascuna farai gran baronessa,","damit ihr jeden zu einer großen Baronin macht,",damit ihr jeden zu einer großen Edlen macht.
Tanto darai lor fiorini e bisanti.,Du wirst ihnen Florinen und Bisanti geben.,Du wirst ihnen sowieso Florins und Bisanti anbieten.
"Di piangier vo’ che faccie gran senbianti,","Ich will, dass du so tust, als würdest du weinen.","Ich möchte, dass Sie Tränen simulieren."
Diciendo che non puo’ viver sanz’essa.,"Du sagst, du kannst nicht ohne sie leben.","Vorausgesetzt, du kannst ohne sie nicht existieren."
"E, se•ttu non potessi lagrimare,","Und wenn du keine Tränen vergießen kannst,","Wenn du nicht weinen kannst,"
"Fa che•ttu agie sugo di cipolle,","Vergewissern Sie sich, dass Sie etwas Zwiebelsaft haben","Stellen Sie sicher, dass Sie etwas Knoblauchsaft haben"
"O di scalogni: e’ faranolti fare,","oder Schalotten, und dies wird euch weinen lassen,","Oder Schmerz, und das wird dich zerreißen lassen."
"O di scialiva gli ochi tu•tte molle,","oder befeuchten Sie die Augen mit Speichel,",Benetzte Augen mit Speichel.
S’ad altro tu non puo’ ricoverare.,Wenn du nichts anderes finden kannst.,Wenn du nichts anderes finden kannst.
E così vo’ che ciascheduna bolle.,"Und auf diese Weise will ich, dass alle täuschen","Auf diese Weise will ich, dass sich alle täuschen"
"Se•ttu non puo’ parlar a quella, ch’ami,","Wenn du nicht mit dem reden kannst, den du liebst,","Wenn du nicht mit dem reden kannst, den du liebst,"
"Sì•lle manda per lettera tu’ stato,","dann schicken Sie ihr Ihren Status per Brief,",dann senden Sie Ihre Situation in der Post.
Diciendo com’Amor t’à•ssì leghato,"dir zu sagen, wie die Liebe dich so gefesselt hat","bestätigend, wie Liebe dich so gebunden hat"
"Ver’ lei,   che ma’ d’amarla non ti sfami.","zu ihr, die dich nie mit Liebe füttert","Für die, die dich nie von Zuneigung nährt"
"E le dirai: “Per Giesocristo, tra’mi","Und du sollst zu ihr sagen: Durch Jesus Christus, errette mich!","Um der Liebe Jesu Christi willen, rette mich"
"D’esti pensier, che m’ànno sì gravato”.","aus diesen Gedanken, die mich unterdrückt haben!","Von diesen Gefühlen, die mich erstickt haben!"
Ma guarda che•llo scritto sia mandato,"Aber sieh dir das Schreiben an, das geliefert wird.","Aber er stellt fest, dass dieses Schreiben geliefert wird."
"Per tal messagio, che non vi difami.","von einer Botschaft, die dich nicht verleumdet.","Von einer Botschaft, die dich nicht verleumdet."
"Ma nella lettera non metter nome,",Aber in dem Brief nicht den Namen,"Ausschließen, weglassen, sich enthalten"
Di lei   dirai “colui” di te “colei”:,"Von ihr wirst du ihn sagen, von dir sie","Du wirst ihr von ihr erzählen, sie wird ihr von dir erzählen."
Così convien canbiar le pere a pome.,So werden Birnen in Äpfel verwandelt.,Dies verwandelt Birnen in Äpfel.
Messagio di gharzon’ ma’ non farei,"Ich würde nie einen Diener als Boten benutzen,",Ich würde nie einen Kerl als Kurier benutzen.
"Chéd e’ v’à gran periglio, ed odi come:","weil es eine große Gefahr gibt, und deshalb:","Denn es besteht ein ernstes Risiko, und hier ist der Grund:"
"Nonn-à fermeza in lor, perciò son rei.",Es gibt keine Beständigkeit in ihnen; deshalb sind sie nicht gut.,Es gibt kein Ausharren in ihnen; darum sind sie nicht vortrefflich.
"E se•lla donna prende tu’ presente,",Und wenn die Frau dich hierher bringt,Wenn die Frau Sie in Betracht zieht.
Buon incomincio avra’ di far mercato.,Sie haben einen guten Start in Ihr Geschäft;,Sie haben einen tollen Start für Ihr Unternehmen.
"Ma•sse d’un bascio l’avessi inarrato,","Aber wenn ich einen Kuss versprochen hätte,",Wenn ein Kuss versprochen worden wäre.
Saresti poi ciertan del rimanente.,Sie wären sich des Rests sicher.,Sie wären sich des Rests sicher.
"E s’ella a prender non è conosciente,","Und wenn Sie nicht die Höflichkeit zu akzeptieren haben,","Wenn du nicht die Freundlichkeit zu akzeptieren hast,"
"Anzi t’avrà del tutto rifusato,",Tatsächlich muss er Sie völlig abgelehnt haben.,"Statt es zu akzeptieren, lehnte er es völlig ab."
"Senbianti fa che sie forte crucciato,","vorzugeben, sehr aufgebracht zu sein,",Um einen großen Schock zu simulieren.
E partiti da•llei san’ dir niente.,"und lassen Sie sie, ohne etwas zu sagen.",Lass sie ruhig.
"E poi dimora un tenpo san’ parlarne,","Und dann rede eine Weile nicht mit ihr,",Vermeiden Sie die Kommunikation mit Ihnen für einen Zeitraum von Zeit.
"E non andar in luogo, ov’ella sia,","und gehe nicht an einen Ort, wo sie gegenwärtig ist,","Vermeiden Sie, an einen Ort zu gehen, wo Sie anwesend sind."
E fa senbiante che nonn-ài che farne.,"und so tun, als wüsstest du nicht, wie du damit umgehen kannst.","Tu so, als wüsstest du nicht, wie man es kontrolliert."
Ell’enterrà in sì gran malinconia,Und sie wird in eine große Melancholie eintreten,Sie wird in eine tiefe Traurigkeit eintreten.
Che no•lle dimorrà sopr’osso carne:,"der nicht mehr Fleisch auf seinen Gebeinen haben wird,",die keine Muskeln mehr auf ihrer Struktur haben.
Sì•ssi ripentirà di sua follia.,Und so wird er umkehren von seinem Wahnsinn.,Und so wird er seine Ungewissheit bereuen.
"Il marinaio, che tuttor navicando","Der Seemann, der weiter segelt","Der Seemann, der in der Navigation fortbesteht."
"Va per lo mar, ciercando terra istrana,",geht ans Meer und sucht ein fremdes Land,geht ans Meer auf der Suche nach einem exotischen Land
"Con tutto si guid’e’ per tramontana,","Mit allem, was Sie fahren und mit Tramontana","Fahren Sie und mit Tramontana mit allem, was Sie brauchen."
Sì va e’ ben le sue vele canbiando,"Es ist okay, seine Segel zu wechseln.","Es ist okay, seine Segel zu wechseln."
"E per fugire   da terra c’apressando,","und um von der Erde zu fliehen, eilend","und aus der Erde zu entkommen, indem sie beschleunigt"
"In quella guisa, c’allor gli è più sana.",das Beste zu tun:,was am besten ist
Così governa mese e settimana,"so regiert über Monate und Wochen,","Herrscher für lange Zeiträume, für Monate und Wochen."
Insin che ’l mar si va rabonacciando.,bis das Meer ruhig ist.,bis das Meer ruhig ist.
"Così dé far chi d’Amor vuol gioire,","Und die Liebenden, die sich freuen wollen","So auch diejenigen, die mit Liebe frohlocken möchten"
Quand’e’ truova la sua donna diversa:,wenn er seine Frau anders findet,Wenn er seinen anderen Gefährten findet
"Un’or la dé cacciar, altra fugire.","Jetzt musst du sie rausschmeißen, jetzt lauf weg.","Jetzt musst du sie vertreiben, jetzt lauf weg."
"Allor sì•lla vedrà palida, e persa,",Dann wirst du blass und verloren sehen,Dann wird es desorientiert und desorientiert erscheinen.
Ché sie ciertan che le parrà morire,"Ich bin sicher, sie wird das Gefühl haben, dass sie sterben wird.","daß es unerbittlich ist, daß es zu sterben scheint"
Insin che no•lli cade sotto inversa.,bis sie unter ihn fällt,bis sie unter ihn fällt
"Quando fai ad alcuna tua richesta,",wenn Sie eine Ihrer Anfragen stellen,Wenn Sie Ihre Frage stellen
"O vechia ch’ella sia, o giovanzella,",ob sie alt oder jung ist,ob sie alt oder jung ist
"O maritata,   o vedova, o pulzella,","entweder verheiratet oder verwitwet oder jungfräulich,","verheiratet, Witwe, ledig."
Sì convien che•lla lingua tua sia presta,"Es ist besser, wenn deine Zunge bereit ist.","Es wird empfohlen, dass deine Zunge bereit ist."
"A•lle’ lodar suo’ ochi, e bocca, e testa,","um seine Augen zu loben, seinen Mund seinen Kopf,","Um seine Augen, Mund und Kopf zu erhöhen."
E dir che sotto ’l ciel non l’à più bella:,"und sagen, dass unter dem Himmel wird es nicht die schönste sein","und sagen, daß es unter dem Firmament nicht der prächtigste sein wird"
“Piaciesse a Dio ch’i’ v’avesse in gonella,"Wäre es gut für Gott, wenn ich dich im Hals hätte","Wäre es Gott wohlgefällig gewesen, dass ich dich in der Kehle hatte."
Là ov’io diviserei in mia podesta!”.,Wo ich Macht über dich haben würde!,Wo ich Macht über dich habe!
"Così le déi del tutto andar lodando,",Also müssen die Götter sie alle loben.,"Lobet die Götter vollständig, so wie ihr es tun müsst."
Chéd e’ nonn-è nesuna sì atenpata,Weil keiner von ihnen so alt ist.,Weil keiner von ihnen so alt ist.
"Ch’ella   non si diletti in ascoltando,",dass sie nicht gerne zuhört,dass sie sich nicht am Zuhören erfreut
"E credes’esser più bella   che fata,","und dachte, sie sei schöner als eine Fee","und dachte, er sei bezaubernder als eine Fee."
E ’nmantenente pensa a gir pelando,und denkt ständig an Hautbildung,und meditiert kontinuierlich über Hautbildung
"Colui, che prima tanto l’à lodata.","Er, der sie zuerst lobte","Der, der sie vorhin gelobt hat."
"Le giovane, e le vechie, e le mezane","Das Junge, das Alte und das Mittlere -","Jung, alt und mittelalt."
"Son tutte quante a prender sì ’ncarnate,",sind alle bereit zu nehmen,"Sie sind alle bereit, abzuholen."
Che nessun puote aver di lor derate,dass niemand seine eigenen Güter haben kann,dass niemand sein eigenes Zeug besitzen kann
"Per cortesia, tanto son villane,","Bitte, ich bin ein Bösewicht.","Bitte, sie sind unhöflich."
"Ché quelle, che si mostran più humane,","daß diejenigen, die sich menschlicher erweisen","dass diejenigen, die sich zeigen, um mitfühlender zu sein"
"E non prendenti, dànno le ghigniate.",und mach dich nicht über dich lustig,Verspotten Sie sich nicht.
"Natur’è quella che•lle v’à fatate,","Die Natur ist derjenige, der dich gelehrt hat","Die Natur ist derjenige, der dich gelehrt hat"
Sì com’ell’à ’fetato a chaccia il cane.,So wie er dem Hund das Jagen beigebracht hat.,Genau wie er die Hundejagd trainierte.
"Ver è c’alcuna si mette a donare,","Es stimmt, einige sind bereit zu geben,","Es stimmt, einige sind bereit zu bieten."
"Ma ella s’è ben prima proveduta,","Aber nur, wenn sie vorher dafür gesorgt haben","Allerdings nur, wenn Sie vorher garantiert sind."
Ch’ella ’l darà in luogo d’adoppiare.,"daß das, was sie geben, zweifach zurückgebracht wird.","daß das, was sie geben, verdoppelt zurückkommt."
"I•llor gioelli non son di gran valuta,","Ihre Juwelen sind nicht von großem Wert,","Ihre Juwelen sind nicht von großem Wert,"
Ma e’ son esca per uccie’ pigliare.,"Aber das ist der Köder, um die Vögel zu fangen.","Aber das ist der Stock, um die Vögel zu fangen."
