Original,Translate,Translate_GPT_1
"Rispuose Amico, «ma ’l ver ti dirò,","antwoordde de Vriend, maar ik zal u de waarheid vertellen,","De vriend antwoordde, maar ik zal u de waarheid openbaren."
"Che•ss’i’ v’andai, i’ me ne son pentuto.","Dat als ik ging, ik spijt had.","Dat als ik ging, ik spijt had."
"S’uom apella il camin Troppo-Donare,",Als een man de open haard Te-Donate noemt,"Als een man de ""Fireplace Abundance-Gift"" noemt."
"E’ fu fondato per Folle-Largheza,",is gebouwd voor Folle-Largheza,Het werd gebouwd voor Extreme-Ampiezza
"L’entrata guarda madonna Richeza,",de grot staart naar Madonna Wealth,De ingang kijkt naar Mrs. Abundance.
"Che non i lascia nessun huon passare,",Dat laat niemand door.,Dat staat niet toe dat er iemand langskomt.
"S’e’ nonn-è su’ parente, o su’ conpare,","Als hij niet zijn familielid is, of zijn partner","Als hij geen consanguineum is, of zijn vriend."
"Già tanto nonn-avrebe in sé belleza,","Hoe mooi ze ook mag zijn,","Hoe aantrekkelijk ze ook mag zijn,"
"Cortesia, né saver, né gientileza,","Met dank, noch kennis noch vriendelijkheid","Met dank, noch kennis noch vriendelijkheid"
Ched ella gli degniasse pur parlare.,dat ze het alleen verdient om met hem te spreken,dat ze hem alleen zou toestaan om te spreken
"Se puo’ per quel camin trovar   passagio,",als dat pad een doorgang kan vinden,Als dat pad een weg naar binnen kan vinden.
"Tu•ssì abattera’ tosto il castello,",Je zult binnenkort het kasteel neerhalen.,Je zult binnenkort het landhuis slopen.
"Bellacoglienza trarà’ di servagio,",Mooie receptie zal trekken uit dienstbaarheid,"Bevrijding, extractie, gastvrijheid."
"Non vi varrà gittar   di manganello,",Je zult niet in staat zijn om knuppels te gooien.,Je hoeft geen stokken te gooien.
"Néd a le guardie lor folle musagio,",Noch voor hun gekke bewakers plezier,Noch voor hun bewakers krankzinnige vreugde
"Porte, né mura, né trar   di quadrello.","Deuren, geen muren, geen vierkant trekken","Deuren, geen muren, geen tralies slepen"
"Or sì•tt’ò detto tutta la sentenza,",Nu wordt de hele zin gezegd,Nu is de hele zin uitgesproken.
Di ciò che•ssagio Amante far   dovria.,van wat een wijze minnaar moet doen:,van wat een wijze minnaar zou moeten doen
"Così l’amor di lor guadagnieria,",Zo zal de liefde hen winnen.,Zodat de genegenheid hen zal brengen
"Sanz’aver mai tra•llor malivoglienza,",Zonder vriendschap tussen hen.,Zonder een alliantie tussen hen te hebben
"Se mai trai di pregion Bellacoglienza,","Als je Bell ontvangt uit de gevangenis,","Als je Bellacciglienca bevrijdt uit de gevangenis,"
"Sì fa che•ttu ne tenghi questa via,",Laat je dit zo houden.,Zorg ervoor dat je dit pad volgt.
"Od altri menti mai non t’ameria,",Anders zou hij nooit van je houden.,Anders zal hij nooit van hem houden.
Che ch’ella ti mostrasse in aparenza.,Dat hij je in uiterlijk liet zien.,Dat hij jullie naar buiten zou laten zien.
"E dàlle spazio di poter andare,",En geef haar de vrijheid om te gaan.,Geef haar de vrijheid om te bewegen.
"Colà, dove le piacie, per la villa;",waar ze maar wil in de stad.,Waar ze maar wil in de stad.
Pena perduta seria   in le’ guardare:,de straf om te kijken zou zijn om te verliezen,Het gevolg van observeren zou zijn te verspreiden.
Ché•ttu teresti più tosto un’anguilla,Waarom zou je een paling dichterbij houden?,Omdat je een paling steviger zou vastmaken.
"Ben viva per la coda, e fossi in mare,","Levend bij de staart, ook al was je op zee.","Welkom bij de staart, zelfs als je in de oceaan was."
"Che non faresti femina, che ghilla».","Wat een vrouw niet zou doen, gekkie.","Wat een vrouw niet zou doen, dwaas."
"Così mi confortò il buon Amico,",Dus de goede vriend troostte me,Op deze manier troostte mijn welwillende vriend me.
"Po’•ssi partì da me, sanza più dire.",Toen vertrok hij zonder nog een woord.,Toen vertrok hij zonder een andere zin.
"Allor mi comincià’ fort’ a giechire,",Op dat moment begon ik heel nederig te zijn.,Op dat moment begon ik erg vernederd te worden.
"Ver’ Mala-Bocca, il mi’ crudel nemico;","richting Malabocia, mijn wrede vijand.","Op het kwaad, mijn genadeloze vijand."
"Lo Schifo i’ sì pregiava   men ch’un fico,",Het verzet kon me geen reet schelen.,Ik gaf helemaal niets om het Verzet.
Ch’egli avea gran talento di dormire;,Die een groot verlangen had om te slapen.,Die een groot verlangen had om te rusten.
Vergognia si volea ben sofferire,Bescheidenheid wilde zich van stemming onthouden.,De nederigheid wilde zich van stemming onthouden.
"Di gueregiarmi, per cierto vi dico,","Voor het vechten met mij, ik weet zeker dat ik het je vertel.","Voor het vechten met mij, kan ik je verzekeren."
"Ma’ e’ v’era Paura, la dottosa,","Maar er was angst, de angstige,","Er was angst, de trepidating."
"C’udendomi parlar tutta tremava,","Die, luisterend naar mij, overal beefde:","Die, terwijl ik luisterde, beefde in elke vezel."
"Quella nonn-era punto dormigliosa,",Die ene was helemaal niet slaperig;,Die was helemaal niet slaperig.
"In ben guardar il Fior molto pensava,","heeft veel zorg besteed aan het bewaken van de Bloem,",Er is veel aandacht besteed aan het behoud van de Bloem.
"Vie più che•ll’altre guardi’ era curiosa,","en was nieuwsgieriger dan de andere bewakers,",en meer geïnteresseerd dan de andere wachters.
Perciò che ben in lor non si fidava.,Omdat hij ze niet vertrouwde.,Sinds hij ze vertrouwde.
"Intorno dal castello andai ciercando,",Rondom het kasteel ging ik op zoek naar,Overal in het landgoed dat ik ging onderzoeken.
"Sed i’ potesse trovar quel’entrata,",Als ik die ingang kon vinden...,Als ik die deur kon vinden...
"La qual Folle-Largheza avea fondata,",die Forte-Largheza had opgericht,De kracht die hij had opgebouwd
"Per avacciar ciò, che giva pensando.",Om te versnellen wat ik dacht.,"Versnel, waar ik op aan het mediteren was."
"Allor guardai, e sì vidi onbreando","Toen keek ik, en ik keek in de schaduwen.",Toen keek ik in de duisternis.
"Di sotto un pin una donna pregiata,","onder een dennenboom, een waardige vrouw,","Onder een spar, een vrouw waardig van respect."
"Sì nobil mente vestita e parata,",zo nobel gekleed en versierd,prachtig aangetrokken en versierd
Che tutto ’l mondo gìa di lei parlando.,Dat de hele wereld het over haar had.,Dat de hele wereld het over haar had.
"E sì avea in sé tanta beleza,",en had zoveel schoonheid in hem,Ze was begiftigd met grote charme.
Che tutto intorno lei aluminava,die alles om haar heen verlicht,die overal om haar heen oplichtte
"Chol su’ visagio, tanto avea chiareza.",Met zijn gezicht had hij zoveel helderheid.,Met zijn gezicht had hij veel transparantie.
Ed un suo amico co•llei si posava.,En een vriendin van je die bij haar was.,"En een van haar makkers, die bij haar was."
"La donna si avea nome Richeza,",De vrouw heette Richeza.,De vrouw heette Abundance.
Ma•llui non so com’altri l’apellava.,Maar ik weet niet hoe hij nog meer heette.,Maar ik wist zijn naam niet.
"Col capo inchino la donna salutai,","Ik begroette de vrouw met haar hoofd naar beneden,",Ik begroette de vrouw met een boog.
E sì•lla cominciai   a domandare,En ik begon het haar te vragen.,Ik begon het haar te vragen.
"Del camin, c’uomo apella Tropo-Dare.",van het pad genaamd Tropo-Dare.,van het pad genaamd Tropo-Try.
Quella rispose: «Già per me no ’l sai,En zij zeide: Gij zult het van mij niet weten.,"Zij antwoordde: ""Jullie zullen het niet van mij leren."
"E, se ’l sapessi, già non vi ’nterrai,","En als je het wist, zou je nooit naar binnen gaan.","En als je hem kende, zou je nooit binnenkomen."
Chéd i’ difendo a ciaschedun l’entrare,"Omdat ik toegang tot iedereen verbied,",Omdat ik toegang tot iedereen verbied.
Sed e’ nonn-à che spender e che dare.,Maar het is noodzakelijk om uit te geven en te geven.,Maar het is noodzakelijk om te investeren en te distribueren.
"Sì farai   gran saver, se•tte ne vai:","Dus, als je slim bent, ga je weg,","Dus als je slim bent, ga je weg."
"C’unquanche non volesti mi’ acontanza,",Als je mijn gezelschap niet wilt...,Als je nooit mijn aanwezigheid wenst...
Né mi pregiasti mai  a la tua vita.,En jij hebt mij nooit geprezen in jouw leven.,Je hebt me nooit geprezen in je leven.
"Ma or ne prenderò buona vengianza,",Maar nu ga ik mijn zoete wraak nemen:,Nu ga ik mijn zoete wraak nemen.
"Ché, sie ciertano, se•ttu m’ài   schernita,","Opdat gij zeker zoudt zijn, indien gij mij veracht hebt.","Omdat je absoluut overtuigd bent als je me minacht,"
"I’ ti darò tormento e malenanza,",Ik zal jullie kwellen en ongelukkig maken.,Ik zal je pijn en verdriet geven.
Sì ch’e’ me’ ti varia avermi servita».,dat het beter zou zijn voor jou om mij te dienen,dat het beter voor u zou zijn om mij te verwelkomen
"«Per Dio, gientil madonna, e per merzede»,","Bij God, lieve dame, en door genade,","Voor de Goddelijke, lieve dame, en in godsnaam."
"Le dissi allor, «s’i’ ò ver’ voi fallato,","Ik vertelde haar toen, als ik je pijn deed,","Ik vertelde haar toen, als ik je pijn deed,"
Ched e’ vi piaccia ched e’ sia amendato,"Wat je leuk vindt, dat klopt.","Wat je leuk vindt, dat is gepast."
"Per me, chéd i’ ’l farò a buona fede:","Voor mij, want ik zal het te goeder trouw doen.","Voor mij, want ik zal het met oprechtheid doen."
"Ch’i’ son ciertan, che ’l vostro cuor non crede",Want ik weet zeker dat je hart niet gelooft.,Want ik weet zeker dat je hart niet gelooft.
"Com’io dentro dal mio ne son crucciato,",Als in de mijne ben ik er door getroffen.,Zoals in de mijne ben ik bedroefd;
"Ma quando vo’ m’avrete ben provato,",Maar als je me test,Wanneer ga je me testen?
"E’ sarà cierto di ciò, c’or non vede.","En daar zal het zeker van zijn, dat het nu niet meer ziet",Het zal onbetwistbaar zijn van wat nu niet zichtbaar is.
"Per ch’i’ vi priego, che mi diate il passo,",Daarom smeek ik je me door te laten.,Ik smeek je om me toestemming te geven om te slagen.
Ched i’ potesse abatter il castello,Zodat ik het kasteel kan neerhalen.,Op die manier kan ik het landhuis slopen.
"Di Gielosia, che m’à sì messo al basso».","van jaloezie, die me afwees.","van afgunst, wat mij plaatst."
Quella mi disse: «Tu•ssè mio ribello:,"Hij zei tegen mij: ""Jij bent mijn vijand.","Hij zei tegen mij: ""Jij bent mijn tegenstander."
"Per altra via andrai, ché sarà’ lasso","langs een ander pad ga je, want je zult uitgeput zijn","Op een andere weg zult gij gaan, want gij zult uitgeput zijn."
Inanzi che n’abatti un sol crinello».,voordat je een enkele zwartvogel van de toren afbreekt,Voor het afbreken van een enkele zwartvogel van de toren
"Già no•mi valse nessuna preghera,",Ik heb niet gebeden.,Ik heb niet gesmeekt.
"Ched i’ verso Richeza far potesse,","dat ik kon doen naar Richeza,","Dat ik Richesa kon aanbieden,"
"Ché poco parve ch’e’ le ne calesse,",Want het leek alsof het haar niet kon schelen.,Omdat ze onverschillig leek te zijn.
Sì•lla trovai ver’ me crudel e fera.,Ik vond haar zo wreed tegen me.,Zo meedogenloos dat ik haar bij me vond.
"Lo Dio D’Amor, che guar’ lungi non m’era,","De God van Liefde, die niet ver van mij was,","De Goddelijke Slice, die niet ver van mij was,"
"Mi riguardò com’io mi contenesse,",Hij keek naar hoe het met me ging.,Hij onderzocht hoe ik me gedroeg.
E parvemi ched e’ gli ne incresciesse;,En het leek hem dwars te zitten.,En het leek mij dat het hem irriteerde.
"Si venne a me e disse: «In che manera,","Hij kwam naar me toe en zei tegen me: ""Op welke manier,","Hij kwam naar me toe en zei tegen me: ""Op welke manier,"
"Amico, m’ài guardato l’omanagio,","Gast, je hebt je eed gehouden.","Gast, je hebt je belofte gehouden."
"Che mi faciesti, passat’à un anno?».",Heb je me een jaar geleden gemaakt?,Wat heb je me een jaar geleden aangedaan?
"I’ gli dissi: «Messer, vo’ avete il gagio","Ik zei tegen hem, ""Heer, je hebt mijn belofte,","""Ik zei tegen hem, ""Zijne Excellentie, ik heb mijn woord gegeven,"
"Or, ch’è il core». «E’ non ti fia già danno,","Nu het mijn hart is, zal het je geen kwaad doen.","Nu het mijn hart is, zal het je geen kwaad doen."
Ché tu•tti sè portato come sagio:,Want gij hebt verstandig gehandeld.,"Omdat je voorzichtig handelde,"
Sì avrai guiderdon del grande afanno».,Jullie zullen beloond worden voor jullie grote angst.,Je zult een beloning krijgen voor je grote lijden.
Lo Dio d’Amor per tutto ’l regnio manda,Overal in het koninkrijk zendt de God van Liefde,Door het hele koninkrijk stuurt het Allerhoogste Wezen van Liefde
Messagi e lettere a la Baronia:,boodschappers en brieven aan alle baronnen;,Draagers en brieven aan alle heren.
"Che davanti da lui ciaschedun sia,",Degene die voor hem staat.,Degene die voor hem staat.
"Ad alcun priega, e ad alcun comanda;",naar sommigen die hij vraagt en sommigen die hij bestelt,Iemand vraagt het en iemand anders heeft de leiding.
"E ch’e’ vorrà far lor una domanda,",Hij zal hen een vraag stellen.,Hij wil ze iets vragen.
"La qual fornita converrà che•ssia,","Wat, op voorwaarde dat, zal moeten zijn,","Wat, mits, onmisbaar moet zijn,"
"D’abatter il castel di Gielosia,","Om het kasteel van Gielosia te vernietigen,","Vernietig, vernietig, vernietig het kasteel van Gielosia."
Sì ch’e’ non vi dimori inn-uscio banda.,Zodat er geen kwaadaardige bende meer in je woont.,Zodat er geen criminele groep meer woont.
"Al giorno ciaschedun si presentò,","Op de grote dag, kwam iedereen opdagen,","In de grote gebeurtenis, alles gematerialiseerd,"
Presto di far il su’ comandamento;,klaar om uw commando uit te voeren;,bereid om uw bevel op te volgen.
Dell’armadure ciaschedun pensò,Iedereen reflecteerde op zijn armen,Iedereen mediteerde op de leden.
Per dar a Gielosia   pene e tormento.,om jaloezie en jaloezie te geven.,Om jaloezie en afgunst toe te brengen.
"La Baronia   i’ sì vi nomerò,","De Baronia, die ik in gedachten heb,","Baronia, in mijn hoofd,"
Secondo ched i’ ò   rimenbramento.,Ik zal je noemen volgens wat ik in gedachten heb.,Ik zal je ontwerpen volgens wat ik in gedachten heb.
"Madonna Oziosa venne la primiera,",Onze Lady Oziosa kwam op de eerste plaats.,Eerst kwam Mrs. Lazy.
"Con Nobiltà-di-Chuor, e con Richezza,","met de adel van het hart, en met de rijkheid,","met de adel van het hart, en met de rijkheid,"
"Franchigia, Cortesia, Pietà, Largheza,","Vriendelijkheid, vriendelijkheid, barmhartigheid, generositeit,","Behoorlijkheid, vriendelijkheid, mededogen, magniteit."
"Ardimento, e Honor: ciaschedun v’era.",Daring en Eer iedereen die er was,Verharding en integriteit Iedereen daar was
"Diletto et Conpagnia seguian la schiera,","Geliefde en Compagnie volgden het leger,",Plezier en maatschappij vergezelden de processie.
"Angielicanza, Sicurtà, et Leteza,","Angielicanza, Beveiliging, en Letizia,","Prediker, Bescherming en Vreugde."
"E Solazo, e Bieltate, e Giovaneza","Vreugde, schoonheid en jeugd","Letizia, Splendore en Jeugd"
Andavan tutte inpresso la bandera.,Ze gingen allemaal samen onder de vlag.,Ze gingen samen onder het spandoek.
"Ancor v’era   Humiltate, e Pacienza,","Er was ook nederigheid, en geduld,","Er was ook nederigheid, en tolerantie."
"Giolività vi fue, e Ben-Cielare,","Er was Joy, en Good-Heaven.","Er was Letizia, en Favoriet."
E Falsenbiante e Costretta-Astinenza.,en valsheid en gedwongen onthouding.,Mendacia e Abstinenza Coatta.
"Amor si cominciò a maravigliare,","Liefde begon zich af te vragen,",Liefde begon zich af te vragen.
"Po’ vide Falsenbiante in sua presenza,",Toen zag hij de valsheid bij hem.,Dus hij zag de misleiding in zijn aanwezigheid.
E disse: «Chi•ll’à tolto a sichurare?».,"En hij zei: ""Wie heeft je hier in veiligheid gebracht?","En hij vroeg: ""Wie bracht je hier in veiligheid?"""
"Astinenza Costretta venne avanti,","Gedwongen onthouding kwam voort,",Gedwongen onthouding verscheen op de voorgrond.
"E disse: «E’ vien comeco in conpagnia,","En hij zei: ""Het komt in gezelschap,","Hij zei: ""Kom in gezelschap."""
