Original,Translate,Translate_GPT_1
"Il consiglio Ragion, ma di te il buglia,","Reason counsels, but far from you,","Rationality suggests, but distant from you."
Ché ’ fin’ amanti tuttor gli tribuglia,because reason disturbs lovers,Why the cause interferes with lovers
"Con quel sermon, di che•tt’à sermonato.",with that sermon that he preached to you.,With that speech he gave you.
"Ma ferma in ben amar tutta tua ’ntenza,","But put all desire in love,","Put all the enthusiasm in love,"
"E guarda al Die d’Amor su’ ’managio,","and look at the promise to the God of Love,","It examines the vote at the Deity of the Covenant,"
Ché tutto vincie lungia soferenza.,that everything wins a long suffering,That everything triumphs after prolonged suffering.
"Or metti a me intendere il coragio,",Now put me to understand the courage,Now let me understand the value.
Chéd i’ ti dirò tutta la sentenza,'Cause I'm gonna tell you the whole story.,'Cause I'm gonna tell you the whole story.
"Di ciò, che dé far fin Amante sagio.",of what a wise refined lover must do.,of what a wise refined lover must do.
A Mala-Bocca vo’ primieramente,First of all in Malabocia,First in Malabocia
"Che•ttu sì no•gli mostri mal senbiante,","that if you show him ill looks,",If you show him bad appearances.
"Ma se gli passe o dimore davante,","But if he passes or stops before him,","However, if he darts or stops in front of him."
Umile gli ti mostra ed ubidente:,show yourself humble and obedient.,He manifests humility and submission.
"Di te e del tuo gli sie largo offerente,","Offer him your person and your possessions,",Give him your presence and your belongings.
E’ faccia di te come di su’ fante.,And make of thee as one of his servants.,and treated as one of his slaves
"Così vo’ che lo ’nghanni quel truante,",So you that masclazone where to deceive,So you that bully where to cheat
Che si diletta in dir mal d’ognie giente.,It's fun to talk bad about everyone.,who delights in denigrating everyone.
Chol braccio al collo sì die hon menare,With your arm around your neck and pleasant words,With his arm around his neck and with kind words.
"Il su’ nemico, insin che sia ’l giubetto,","You must lead your enemy to the gallows,",You have to lead your enemy to Gallows.
"Co•le lusinghe, e po’ farlo inpiccare.","with his flattery, and then hang him.","With his flattery, and then hang him."
"Or metti ben il cuor a•cciò, c’ò detto,",Now put your heart to what I said:,Now put your heart to what I said.
"Di costu’ ti convien così ovrare,",That's what you have to do.,That's what you have to do.
Insin ch’e’ sia condotto al passo stretto.,until he was led to that narrow passage.,until it was led to that narrow stretch.
Inpresso vo’ che•ttu agie astinenza,"After that, I want you to abstain.","After that, I want you to abstain."
"Di non andar sovente dal chastello,",not to go to the castle repeatedly,avoid frequenting the castle repeatedly
Né non mostrar che•tti sia guari bello,and don't show that you like it,Hide that you like
A riguardar là ov’è Bellacoglienza:,to look where Bell is welcome,"Examine, observe, where is the cordial welcome."
Ch’e’•tti convien aver gran provedenza,that all agree to have great providence,that all agree have great wisdom
"Insin che Malabocha   t’è ribello,","As long as Malabocia rebels against you,","As long as the rebellion against you manifests itself,"
"Ché•ttu sa’ ben ch’egli è un mal tranello,",that everyone knows that he is a bad trap,that everyone knows that he is a bad trap
"Che giorno e nott’e’ grida, e nogia, tenza.",screaming and screaming and arguing day and night.,Who yells and howls and fights day and night.
De l’altre guardie non bisognia tanto,of the other guards not so biognizant,"More sentries, it doesn't take much."
Guardar com’e’ ti fa di Mala-Bocha,watch how you do it with Malabocia,"Examine, observe how you proceed with Malabocia."
Ch’elle starian volontier da l’un canto;,that they willingly stand on the one hand,that they voluntarily settle themselves on the one hand
Ma quel normando incontanente scocha,But that Norman immediately threw himself,But that Norman immediately threw himself.
"Ciò ched e’ sa, ed in piaza ed a santo,","what he knows, both in the square and in the churches;","what he knows, both in squares and temples."
"E con’ truova da sé, e’ mette in cocha.",and he finds himself and puts himself in the queue,and find it alone and you arrange it in the queue
"La Vechia, che Bellacoglienz’à ’n guarda,","La Vecchia, what a beautiful welcome she looks at","La Vecchia, who observes a Warm Reception"
Servi ed onora a tutto tu’ podere,Serve and honor with all your strength,Serve and worship with all your energy.
"Ché, s’ella vuol, troppo ti può valere:","because, if it wants, it can be very useful,","for, if you wish, it can be very beneficial."
"Chéd ella nonn-è folle, né musarda.",for she is neither foolish nor foolish.,Because she's neither stupid nor senseless.
"A Gielosia, che mal fuoco l’arda,",With Jealousy - let a fire burn it! -,With envy - that a flame devours it!
"Fa ’l somigliante, s’ella può vedere.",Do the same if you can see it.,Do the same thing if you can sense it.
"Largo prometti a tutte de l’avere,","Promise them all their generous reward,",Promise them all a generous reward.
"Ma ’l pagamento, il più che puo’,   lo tarda.",but delay payment as much as possible.,but defer payment as much as possible.
"E, se•llor doni, dona gioeletti,","And if you give gifts, give jewels,","You give gifts, you buy jewelry."
"Be’ covricieri, e reti, e ’ntecciatoi,",beautiful hats and hats and silk ribbons,Beautiful hats and hats and silk cords
"E belle ghirlanduze, e ispiletti,","and beautiful garlands and pins,","Wonderful crowns and clasps,"
"E pettini d’avorio, e rizatoi,","and combs and bars of ivory,",and ivory brushes and bars.
"Coltelli, e paternostri, e tessutetti:","knives, rosaries and cloths;","blades, prayers and fabrics;"
Ché questi non son doni strugitoi.,that these are cheap gifts.,that these are economic gifts.
"Se non ài che donar   fa gran promessa,","If you have nothing to give, make great promises,","If you have nothing to offer, make great insurance."
"Sì com’i’ t’ò contato qui davanti,","Yeah, like it's right here in front.","Right here, right across the street."
"Giurando loro Idio e tutti i santi,",swearing to them the God and all the saints,Promise them the divinity and all the Blessed
"Ed anche il sacramento della messa,","and also on the sacrament of Mass,","and also on the ordinance of the liturgy,"
"Che ciascuna farai gran baronessa,","that you will make each one a great Baroness,",that you will make each one a great noblewoman.
Tanto darai lor fiorini e bisanti.,You're gonna give them florins and bisanti.,You're gonna offer them florins and bisanti anyway.
"Di piangier vo’ che faccie gran senbianti,",I want you to pretend to cry.,I want you to simulate tearing.
Diciendo che non puo’ viver sanz’essa.,Saying you can't live without her.,Assuming you can't exist without her.
"E, se•ttu non potessi lagrimare,","And if you can't shed tears,","If you can't cry,"
"Fa che•ttu agie sugo di cipolle,",Make sure you have some onion juice,Make sure you have some garlic juice
"O di scalogni: e’ faranolti fare,","or shallots, and this will make you weep;","Or sorrows, and that will make you tear."
"O di scialiva gli ochi tu•tte molle,","or moisten the eyes with saliva,",Wetting eyes with saliva.
S’ad altro tu non puo’ ricoverare.,If you can't find anything else.,If you can't find anything else.
E così vo’ che ciascheduna bolle.,And in this way I want everyone to deceive,In this way I want everyone to delude themselves
"Se•ttu non puo’ parlar a quella, ch’ami,","If you can't talk to the one you love,","If you can't talk to the one you love,"
"Sì•lle manda per lettera tu’ stato,","then send her your status by letter,",then send your situation in the mail.
Diciendo com’Amor t’à•ssì leghato,telling you how Love so tied you up,affirming how Love has bound you so
"Ver’ lei,   che ma’ d’amarla non ti sfami.",to her who never feeds you with love,To her who never nourishes you of affection
"E le dirai: “Per Giesocristo, tra’mi","And thou shalt say unto her, By Jesus Christ, deliver me.","For the love of Jesus Christ, save me"
"D’esti pensier, che m’ànno sì gravato”.",from these thoughts that have oppressed me!,From these feelings that have suffocated me!
Ma guarda che•llo scritto sia mandato,But look at that writing being delivered.,But he notes that this writing is delivered.
"Per tal messagio, che non vi difami.",from a message that does not defame you.,From a message that doesn't slander you.
"Ma nella lettera non metter nome,",But in the letter don't put the name,"Exclude, omitted, abstain"
Di lei   dirai “colui” di te “colei”:,"Of her you will say him, of you she",You're gonna tell her about her. She's gonna tell her about you.
Così convien canbiar le pere a pome.,Thus pears are transformed into apples.,This transforms pears into apples.
Messagio di gharzon’ ma’ non farei,"I would never use a valet as a messenger,",I would never use a guy as a courier.
"Chéd e’ v’à gran periglio, ed odi come:","because there is a great danger, and that is why:","For there is a serious risk, and here is the reason:"
