Original,Translate_IT
" Tosto che 'l duca e io nel legno fui, segando se ne va l'antica prora de l'acqua più che non suol con altrui","» Allora il dannato si protese con ambo le mani verso la barca per rovesciarla, perciò il maestro, previden-te, lo spinse via dicendo: «Vai via di qui"
" Mentre noi corravam la morta gora, dinanzi mi si fece un pien di fango, e disse: “Chi se' tu che vieni anzi ora?”", Torna con gli altri cani
" E io a lui: “S'i' vegno, non rimango","» Poi mi cinse il collo con le braccia, mi baciò il viso e disse: «O anima che disprezzi i malvagi, sia benedetta la donna che rimase incinta di te"
" ma tu chi se', che sì se' fatto brutto?”", Nel mondo quel dannato fu una persona orgogliosa
 Rispuose: “Vedi che son un che piango”," Non c’è alcuna sua buona azione che onori il ricordo che lascia, così la sua ombra scatena qui la sua furia"
" E io a lui: “Con piangere e con lutto, spirito maladetto, ti rimani"," Quanti uomini si ritengono grandi re da vivi e qui saranno come porci nel loro sudiciume, poiché hanno lasciato di sé orribili motivi di disprezzo"
" ch'i' ti conosco, ancor sie lordo tutto”","» Ed io: «O maestro, avrei un gran desiderio di vederlo spro-fondato in questa brodaglia di fango, prima che u-sciamo da questa palude…"
 Allor distese al legno ambo le mani,"» Ed egli a me: «Prima che avvistiamo l’altra sponda, tu sarai soddi-sfatto"
" per che 'l maestro accorto lo sospinse, dicendo: “Via costà con li altri cani", E di tale desiderio conviene che tu goda
”,"» Poco dopo io vidi che le genti immerse nel fango fecero di lui quello strazio, per il quale ancora lodo Dio e lo ringrazio"
 Lo collo poi con le braccia mi cinse, Tutti gridavano: «Addosso a Filippo Argenti
" basciommi 'l volto e disse: “Alma sdegnosa, benedetta colei che 'n te s'incinse",» E quel bizzarro spirito fiorentino volgeva i denti verso di sé
 Quei fu al mondo persona orgogliosa," Lo lasciammo qui, e non dirò altro di lui"
 bontà non è che sua memoria fregi: così s'è l'ombra sua qui furïosa," La città di Dite Le mie orecchie furono colpite da un coro lamento-so, che mi fece aprire bene gli occhi davanti a me"
" Quanti si tegnon or là sù gran regi che qui staranno come porci in brago, di sé lasciando orribili dispregi"," Il buon maestro disse: «Ormai, o figlio, si avvicina la città chiamata Dite (=uno dei nomi di Lucifero), con i suoi abitanti sof-ferenti e con un grande stuolo di diavoli»"
”," Ed io: «O maestro, già scorgo chiaramente, là dentro, le sue torri nella valle: sono di color rosso come se fos-sero uscite dal fuoco"
" E io: “Maestro, molto sarei vago di vederlo attuffare in questa broda prima che noi uscissimo del lago”","» Ed egli mi disse: «Il fuoco eterno, che all’interno le incendia, le fa diventare di color rosso, come tu vedi in questa par-te più bassa dell’inferno»"
" Ed elli a me: “Avante che la proda ti si lasci veder, tu sarai sazio: di tal disïo convien che tu goda”", Alla fine noi giungemmo con la barca dentro i pro-fondi fossati che circondano quella terra dolorosa
" Dopo ciò poco vid'io quello strazio far di costui a le fangose genti, che Dio ancor ne lodo e ne ringrazio", Le mura mi apparivano fatte di ferro
 Tutti gridavano: “A Filippo Argenti," Facemmo un lungo giro, quindi venimmo in un punto dove il noc-chiero gridò a voce alta: «Uscite dalla barca, l’entrata è qui"
”,"» I diavoli impediscono di entrare Io vidi sulle porte più di mille diavoli piovuti dal cielo, che dicevano con stizza: «Chi è costui che, senza esser morto, va per il regno dei morti?» Il mio saggio maestro fece segno di voler parlare con loro in privato"
 e 'l fiorentino spirito bizzarro in sé medesmo si volvea co' denti," Allora frenarono un po’ il loro sde-gno e dissero: «Vieni avanti tu da solo e quell’altro se ne vada, perché è entrato con arroganza nel nostro regno"
" Quivi il lasciammo, che più non ne narro", Ri-torni indietro da solo per la strada che da folle ha percorso
" ma ne l'orecchie mi percosse un duolo, per ch'io avante l'occhio intento sbarro"," Ci provi, se ne è capace"
" Lo buon maestro disse: “Omai, figliuolo, s'appressa la città c'ha nome Dite, coi gravi cittadin, col grande stuolo”"," Tu rimani qui, perché gli hai fatto vedere il mondo immerso nel bu-io"
" E io: “Maestro, già le sue meschite là entro certe ne la valle cerno, vermiglie come se di foco uscite fossero”","» Pensa, o lettore, se io non mi persi d’animo ascol-tando quelle parole maledette, poiché credetti che non sarei mai più ritornato indietro… «O mia cara guida» io dissi, «che tante volte mi hai dato sicurezza e mi hai salvato da un grave pericolo che mi minacciava, non lasciarmi così a mal partito"
" Ed ei mi disse: “Il foco etterno ch'entro l'affoca le dimostra rosse, come tu vedi in questo basso inferno”"," E, se ci è negato di passare più oltre, affrettiamoci a ritornare insieme sui nostri passi"
 Noi pur giugnemmo dentro a l'alte fosse che vallan quella terra sconsolata: le mura mi parean che ferro fosse,"» Virgilio va a trattare E quel maestro, che mi aveva condotto fin lì, mi dis-se: «Non temere, perché nessuno può impedire il nostro passaggio, che è voluto da Lui"
" Non sanza prima far grande aggirata, venimmo in parte dove il nocchier forte “Usciteci”, gridò: “qui è l'intrata”"," Ora aspettami qui, conforta il tuo spirito preoccupato e cìbalo con buo-na speranza, poiché io non ti lascerò nel mondo sot-terraneo"
" Io vidi più di mille in su le porte da ciel piovuti, che stizzosamente dicean: “Chi è costui che sanza morte va per lo regno de la morta gente?”",» Così il dolce padre se ne va e mi abbandona qui
 E 'l savio mio maestro fece segno di voler lor parlar segretamente," Io rimango incerto, poiché il successo o l’insuccesso di Virgilio si scontrano nella mia testa"
" Allor chiusero un poco il gran disdegno e disser: “Vien tu solo, e quei sen vada che sì ardito intrò per questo regno"," Non potei a-scoltare quello che disse ai diavoli, ma egli non ri-mase a lungo con essi, poiché ciascuno di loro corse a gara dentro le mura"
" Sol si ritorni per la folle strada: pruovi, se sa"," I nostri avversari chiusero le porte in faccia al mio signore, che rimase fuori e ri-tornò verso di me a passi lenti"
" ché tu qui rimarrai, che li ha' iscorta sì buia contrada”", Aveva gli occhi ri-volti a terra e le ciglia prive di ogni baldanza
" Pensa, lettor, se io mi sconfortai nel suon de le parole maladette, ché non credetti ritornarci mai"," Sospi-rando, diceva: «Guarda un po’ chi mi ha negato l’accesso alla città del dolore"
" “O caro duca mio, che più di sette volte m'hai sicurtà renduta e tratto d'alto periglio che 'ncontra mi stette, non mi lasciar”, diss'io, “così disfatto","» E a me disse: «Tu non spaventarti se io mi adiro, poiché io vince-rò la prova, chiunque si aggiri dentro la città per di-fenderla"
" e se 'l passar più oltre ci è negato, ritroviam l'orme nostre insieme ratto”"," Questa loro tracotanza non è nuova, perché la usarono in passato, quando Gesù Cristo discese negli inferi, per difendere una porta più importante, quella principale, che è rimasta priva di battenti ed è ancora aperta"
" E quel segnor che lì m'avea menato, mi disse: “Non temer", Su di essa tu vedesti la scritta minac-ciosa
 ché 'l nostro passo non ci può tòrre alcun: da tal n'è dato, Un messo celeste l’ha già oltrepassata e di-scende la china dell’inferno passando per i cerchi senza bisogno di scorta
" Ma qui m'attendi, e lo spirito lasso conforta e ciba di speranza buona, ch'i' non ti lascerò nel mondo basso”", Grazie a lui la porta della città di Dite ci sarà aperta
" Così sen va, e quivi m'abbandona lo dolce padre, e io rimagno in forse, che sì e no nel capo mi tenciona",»
"Quel color che viltà di fuor mi pinse veggendo il duca mio tornare in volta, più tosto dentro il suo novo ristrinse","Quel pallore, che la paura mi dipinse sul viso, ve-dendo la mia guida tornare indietro, lo spinse a trat-tenere subito dentro di sé la prima arrabbiatura che provava"
 Attento si fermò com'uom ch'ascolta," Si fermò attento, come un uomo che ascol-ta, perché non poteva spingere lontano lo sguardo a causa dell’aria buia e della fitta nebbia"
 ché l'occhio nol potea menare a lunga per l'aere nero e per la nebbia folta," «Noi vinceremo sicuramente la battaglia» cominciò a dire, «se non"
" “Pur a noi converrà vincer la punga”, cominciò el, “se non ",
, Qualcuno ci ha offerto il suo aiuto
 Tal ne s'offerse," Oh, quanto ritarda per me l’arrivo di quell’aiuto"
 Oh quanto tarda a me ch'altri qui giunga,"» Io vidi bene come egli cambiò il discorso iniziato con quello che poi fece, perché le parole successive contraddicevano le prime"
”," Nondimeno, quanto disse provocò in me paura, perché io intendevo la frase interrotta in un senso forse peggiore di quanto non avesse"
" I' vidi ben sì com'ei ricoperse lo cominciar con l'altro che poi venne, che fur parole a le prime diverse"," «In questo fondo dell’antica voragine è mai disceso qualcuno dal primo cerchio (=dal limbo), che per unica pena ha la vana speranza di vedere Dio?» Io feci questa domanda ed egli mi rispose: «Di rado accade che qualcuno di noi faccia il cam-mino per il quale io vado"
" ma nondimen paura il suo dir dienne, perch'io traeva la parola tronca forse a peggior sentenzia che non tenne"," È vero che io discesi qua giù un’altra volta, evocato da Eritone, quella crude-le maga che richiamava le anime nei loro corpi"
" “In questo fondo de la trista conca discende mai alcun del primo grado, che sol per pena ha la speranza cionca?”"," Da poco mi ero separato dalla mia carne, quando lei mi fece entrare dentro le mura di Dite per riportare sul-la Terra uno spirito che si trovava nel nono cerchio, nella Giudecca"
 Questa question fec'io, Quello è il punto più basso e oscuro dell’inferno ed è anche il più lontano dal Primo Mobile che fa girare i cieli
" e quei “Di rado incontra”, mi rispuose, “che di noi faccia il cammino alcun per qual io vado"," Io so bene la strada, perciò non preoccuparti"
" Ver è ch'altra fïata qua giù fui, congiurato da quella Eritón cruda che richiamava l'ombre a' corpi sui"," Questa palude, che emana il gran puzzo, cinge tutt’intorno la città di Dite, do-ve ormai non potremo entrare senza ricorrere alla forza»"
" Di poco era di me la carne nuda, ch'ella mi fece intrar dentr'a quel muro, per trarne un spirto del cerchio di Giuda"," Le Erinni e Medusa Aggiunse altro, ma non lo ricordo, poiché il mio sguardo era stato attratto verso l’alta torre con la cima rovente, dove in un punto si erano affacciate le tre furie infernali, sporche di sangue"
" Quell'è 'l più basso loco e 'l più oscuro, e 'l più lontan dal ciel che tutto gira: ben so 'l cammin"," Avevano membra e modi femminili, erano circondate da ser-penti a più teste di color verde e per capelli avevano serpentelli e serpenti cornuti, che cingevano le loro tempie selvagge"
 però ti fa sicuro," Virgilio riconobbe subito le ancelle di Proserpina, la regina dell’eterno pianto, così: «Guarda le feroci Erinni» mi disse, «questa a sini-stra è Megera, quella che piange a destra è Aletto, Tesifone è al centro»"
" Questa palude che 'l gran puzzo spira cigne dintorno la città dolente, u' non potemo intrare omai sanz'ira”", Poi tacque
" E altro disse, ma non l'ho a mente", Ciascuna si squarciava il petto con le unghie
" però che l'occhio m'avea tutto tratto ver' l'alta torre a la cima rovente, dove in un punto furon dritte ratto tre furïe infernal di sangue tinte, che membra feminine avieno e atto, e con idre verdissime eran cinte", Si battevano con le palme delle mani e gri-davano così forte che io per paura mi strinsi al poe-ta
" serpentelli e ceraste avien per crine, onde le fiere tempie erano avvinte"," «Facciamo venire qui Medusa, così lo trasformere-mo in sasso"
" E quei, che ben conobbe le meschine de la regina de l'etterno pianto, “Guarda”, mi disse, “le feroci Erine","», dicevano tutte guardando in giù"
 Quest'è Megera dal sinistro canto, «Abbiamo vendicato male l’aggressione di Tesèo contro l’inferno
 quella che piange dal destro è Aletto,"» E Virgilio a me: «Vòltati indietro e tieni gli occhi ben chiusi, perché, se la Gόrgone si mostrasse e tu la vedessi, non avre-sti alcuna speranza di ritornare mai lassù, sulla Ter-ra"
 Tesifón è nel mezzo”,» Così disse il maestro
 e tacque a tanto," Poi egli stesso mi fece voltare e, non contento delle mie mani, chiuse i miei occhi anche con le sue"
 Con l'unghie si fendea ciascuna il petto," O voi che avete l’intelletto sano, osservate bene l’insegnamento che si nasconde sotto il velo dei versi inconsueti"
" battiensi a palme e gridavan sì alto, ch'i' mi strinsi al poeta per sospetto"," L’arrivo del messo celeste Già veniva per le torbide onde dello Stige il frastuo-no d’un suono spaventoso, che faceva tremare am-bedue le sponde, proprio come un vento impetuoso che per lo sbalzo di temperatura colpisce la selva e senza alcun ostacolo schianta, abbatte e trascina via i rami"
" “Vegna Medusa: sì 'l farem di smalto”, dicevan tutte riguardando in giuso", E poi avanza superbo tra la polvere e fa fug-gire belve e pastori
 “mal non vengiammo in Tesëo l'assalto”," Virgilio mi fece aprire gli occhi e disse: «Ora punta lo sguardo verso quell’antico pantano, dove il vapore è più fitto"
 “Volgiti 'n dietro e tien lo viso chiuso,"» Come le rane fuggono tutte davanti alla biscia loro nemica, finché ciascuna si nasconde nella melma, così io vidi più di mille anime di iracondi, atterrite, fuggire davanti ad una figura che a passo veloce at-traversava lo Stige con i piedi asciutti"
